用户：时见疏星:回答问题(29-05-13),SpanFromLeft
总回答数：113； 总支持数：693； 总反对数：3；平均支持数6.13274；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
461995,2013-03-28,2,0,Hyperlink["现实生活中有人在研究曲率引擎吗？", "http://www.guokr.com/answer/461995/redirect/"]
462560,2013-03-29,2,0,Hyperlink["为什么尿到光滑的（男）小便池上的尿会偶尔弹出很高？", "http://www.guokr.com/answer/462560/redirect/"]
466794,2013-04-07,2,0,Hyperlink["离子推进器（Ion Thruster）是什么？", "http://www.guokr.com/answer/466794/redirect/"]
467154,2013-04-08,2,0,Hyperlink["互联网的总存量是多少才能容得下这么多网站？", "http://www.guokr.com/answer/467154/redirect/"]
467782,2013-04-09,2,0,Hyperlink["《安德的游戏》中虫族是什么样的生物？", "http://www.guokr.com/answer/467782/redirect/"]
471244,2013-04-16,2,0,Hyperlink["鸟叔新mv里，放屁用手接住然后在别人脸前摊开，是否真的可行？ 这股空气能在手中保持多久，不会扩散吗？", "http://www.guokr.com/answer/471244/redirect/"]
471263,2013-04-16,2,0,Hyperlink["高铁车顶上取电装置高速运动，不会与电线产生强烈摩擦吗？", "http://www.guokr.com/answer/471263/redirect/"]
478401,2013-04-28,2,0,Hyperlink["目前人类有在太空里做过OOXX且受孕之类的事情吗？", "http://www.guokr.com/answer/478401/redirect/"]
482064,2013-05-05,2,0,Hyperlink["如果知道出租车的GPS，做数据挖掘，能得到什么？", "http://www.guokr.com/answer/482064/redirect/"]
457935,2013-03-18,1,0,Hyperlink["恒星温度与颜色的有什么关系？", "http://www.guokr.com/answer/457935/redirect/"]
458893,2013-03-20,1,0,Hyperlink["存在真正的同一平面非共点力吗?物体受到力的作用后就要发生形变力的延长线就会相交，还是说同一平面的非共点力，只是人们想象出来的？", "http://www.guokr.com/answer/458893/redirect/"]
458897,2013-03-20,1,0,Hyperlink["烟花打入水中也能炸开吗？", "http://www.guokr.com/answer/458897/redirect/"]
458914,2013-03-20,1,0,Hyperlink["在太空流鼻血，血液会不会因为心脏给的压力而猛冲出来，然后把宇航员反推到墙上？", "http://www.guokr.com/answer/458914/redirect/"]
459207,2013-03-21,1,0,Hyperlink["极化率那个符号大家都是怎么写的？", "http://www.guokr.com/answer/459207/redirect/"]
459692,2013-03-22,1,0,Hyperlink["最新的 PLANCK 卫星的数据显示宇宙的年龄是138亿年的数据是如何得出的？", "http://www.guokr.com/answer/459692/redirect/"]
460711,2013-03-25,1,0,Hyperlink["《宇宙中的邪恶轴心》文中提到的背景辐射可以被星系拉长该如何理解呢？", "http://www.guokr.com/answer/460711/redirect/"]
462962,2013-03-30,1,0,Hyperlink["1元人民币换算泰铢是多少\n", "http://www.guokr.com/answer/462962/redirect/"]
464754,2013-04-03,1,0,Hyperlink["为什么人们能精确预测几十年后的日食，却没法“精确”预测明天的天气？", "http://www.guokr.com/answer/464754/redirect/"]
464771,2013-04-03,1,0,Hyperlink["有没有关于盖亚假说的科幻经典作品，望列单", "http://www.guokr.com/answer/464771/redirect/"]
467790,2013-04-09,1,0,Hyperlink["《安德的游戏》中都提到了安德的哪些战略战术？", "http://www.guokr.com/answer/467790/redirect/"]
467798,2013-04-09,1,0,Hyperlink["《安德的游戏》中的重要的机构都在哪里？（例如IF指挥学院）", "http://www.guokr.com/answer/467798/redirect/"]
467804,2013-04-09,1,0,Hyperlink["《安德的游戏》中为什么会要选择小孩子来作为指挥官呢？", "http://www.guokr.com/answer/467804/redirect/"]
468858,2013-04-11,1,0,Hyperlink["钢铁侠把头盔戴上后是怎样看清里面的？", "http://www.guokr.com/answer/468858/redirect/"]
469307,2013-04-12,1,0,Hyperlink["巴西果效应确实存在吗？研究发现，在地球上，大坚果上升到表面的速度比火星上更快…", "http://www.guokr.com/answer/469307/redirect/"]
469391,2013-04-12,1,0,Hyperlink["这个怎么算？", "http://www.guokr.com/answer/469391/redirect/"]
472013,2013-04-17,1,0,Hyperlink["微分几何中坐标为何是光滑函数？", "http://www.guokr.com/answer/472013/redirect/"]
480466,2013-05-02,1,0,Hyperlink["请问我要如何回答“白炽灯泡的工作原理”，才能显得我是文艺知识青年，而不是背书党？", "http://www.guokr.com/answer/480466/redirect/"]
482613,2013-05-06,1,0,Hyperlink["系外行星（Exoplanet）有哪些漂亮的数据可视化？", "http://www.guokr.com/answer/482613/redirect/"]
482711,2013-05-06,1,0,Hyperlink["为什么我求出来的这个积分式子的两组上下限最后得出的结果不同呢？", "http://www.guokr.com/answer/482711/redirect/"]
456414,2013-03-14,0,0,Hyperlink["请问一个铁原子面对磁铁，与铁面对磁铁，有什么不同？", "http://www.guokr.com/answer/456414/redirect/"]
456459,2013-03-14,0,0,Hyperlink["暗能量负压强是什么意思？", "http://www.guokr.com/answer/456459/redirect/"]
456950,2013-03-15,0,0,Hyperlink["关于光速（相对论）", "http://www.guokr.com/answer/456950/redirect/"]
458873,2013-03-20,0,0,Hyperlink["《三体》中提到的论文《太阳系内新的强发射源》是真实存在的么？", "http://www.guokr.com/answer/458873/redirect/"]
458911,2013-03-20,0,0,Hyperlink["宇航员在太空中失去动力可以通过自断手臂喷出血液来运动到近处的飞船么？", "http://www.guokr.com/answer/458911/redirect/"]
461094,2013-03-26,0,0,Hyperlink["你最喜欢海子哪段诗歌？", "http://www.guokr.com/answer/461094/redirect/"]
461236,2013-03-26,0,0,Hyperlink["房间内无需电源的电器可以实现么?", "http://www.guokr.com/answer/461236/redirect/"]
463724,2013-04-01,0,0,Hyperlink["星系为什么是圆盘状的,人造卫星就可以变成各个方向的", "http://www.guokr.com/answer/463724/redirect/"]
464244,2013-04-02,0,0,Hyperlink["宇宙是一个生命体，而地球是当中的某个器官，地球上的所有东西是它的组成部分。所以各种污染阿破坏阿之类的，是地球这个活体在癌变！这是哪个宗教的说法？", "http://www.guokr.com/answer/464244/redirect/"]
464729,2013-04-03,0,0,Hyperlink["有哪些很棒的一图胜千言的例子？", "http://www.guokr.com/answer/464729/redirect/"]
466680,2013-04-07,0,0,Hyperlink["《星际传奇》第一部的星系有什么特点？", "http://www.guokr.com/answer/466680/redirect/"]
466690,2013-04-07,0,0,Hyperlink["罗盘不停的乱转是怎么造成的？", "http://www.guokr.com/answer/466690/redirect/"]
471808,2013-04-17,0,0,Hyperlink["有人说键盘辐射量最高，应为他有很多个小开关，是真的吗？要怎么理解？", "http://www.guokr.com/answer/471808/redirect/"]
471850,2013-04-17,0,0,Hyperlink["为什么早上没睁眼的时候记得刚做的梦，一起来就忘完了呢？", "http://www.guokr.com/answer/471850/redirect/"]
472043,2013-04-17,0,0,Hyperlink["用python的前辈们，pylab是matplotlib的一个模块吗，跟pyplot又是什么关系呢？", "http://www.guokr.com/answer/472043/redirect/"]
475342,2013-04-23,0,0,Hyperlink["电子设计方面（模拟技术、电源技术等）有什么好一点的国外论坛，问答网站更好？", "http://www.guokr.com/answer/475342/redirect/"]
476274,2013-04-24,0,0,Hyperlink["《特种部队：全面反击》中能够把铁丝网烧断的手套是什么原理？", "http://www.guokr.com/answer/476274/redirect/"]
476296,2013-04-24,0,0,Hyperlink["要从高空（卫星轨道）扔下无动力的钨钢棒命中一个地面目标需要考虑那些因素？", "http://www.guokr.com/answer/476296/redirect/"]
480473,2013-05-02,0,0,Hyperlink["你用过的最好的在线支持 TeX/LaTeX 的公式编辑器是什么？", "http://www.guokr.com/answer/480473/redirect/"]
482061,2013-05-05,0,0,Hyperlink["为什么石子或水滴击打水面形成的水波往外越来越小？", "http://www.guokr.com/answer/482061/redirect/"]
482790,2013-05-06,0,0,Hyperlink["流星雨有哪些观测方法？", "http://www.guokr.com/answer/482790/redirect/"]
485034,2013-05-10,0,0,Hyperlink["如何找到落在地球上的陨石的记录呢？", "http://www.guokr.com/answer/485034/redirect/"]
