用户：橡胶万岁:回答问题(29-05-13),SpanFromLeft
总回答数：998； 总支持数：1936； 总反对数：154；平均支持数1.93988；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
423834,2013-01-04,9,0,Hyperlink["人民币为什么不能大量印制？", "http://www.guokr.com/answer/423834/redirect/"]
463560,2013-04-01,9,0,Hyperlink["请问为何“罗斯福新政”成功了呢？出现什么问题呢？目前，国内的实体经济基本衰退、废掉了么？靠政府投资拉动可行么？", "http://www.guokr.com/answer/463560/redirect/"]
154894,2012-04-19,8,0,Hyperlink["如果现实中一个人真有能力让周围的时间停止，那么他能干些什么呢？", "http://www.guokr.com/answer/154894/redirect/"]
234956,2012-06-18,8,0,Hyperlink["为什么转基因作物的反对声音很大，而有机农业的反对声音甚微？", "http://www.guokr.com/answer/234956/redirect/"]
305987,2012-08-08,8,0,Hyperlink["在摄影技术已经如此普及的时代，为什么手绘动植物之类的科学绘画还在流行？", "http://www.guokr.com/answer/305987/redirect/"]
378251,2012-11-07,8,4,Hyperlink["90后的应届生，实习生，到底在想什么？", "http://www.guokr.com/answer/378251/redirect/"]
383029,2012-11-12,8,0,Hyperlink["「支付宝昨日订单数超过一亿，而 12306 最高一天出票量大约是 166 万。电商订单交易复杂度要远超过车票。」如果12306 有支付宝的技术，能提供稳定的订票服务吗？", "http://www.guokr.com/answer/383029/redirect/"]
397523,2012-11-29,8,0,Hyperlink["为什么集体大合影时一般不采取从上面往下拍的方法？这样就不用前面蹲下，后面加椅子了呀。", "http://www.guokr.com/answer/397523/redirect/"]
411828,2012-12-18,8,0,Hyperlink["优惠券是谁创造发明的？", "http://www.guokr.com/answer/411828/redirect/"]
424521,2013-01-05,8,0,Hyperlink["Google 如何盈利？", "http://www.guokr.com/answer/424521/redirect/"]
461282,2013-03-26,8,3,Hyperlink["请问现在，国内消费还是不够么？为何都愿意做出口的呢？", "http://www.guokr.com/answer/461282/redirect/"]
471758,2013-04-17,8,0,Hyperlink["最近出国发现国外的银行都是开放式的柜台，没有见用防弹玻璃的，为什么我国的全是大玻璃笼子？是借鉴的哪国的做法？", "http://www.guokr.com/answer/471758/redirect/"]
480584,2013-05-02,8,0,Hyperlink["北大不对外售饭给来访的游客带来很大困难，为什么不能设立对外销售的快餐店呢？", "http://www.guokr.com/answer/480584/redirect/"]
483916,2013-05-08,8,0,Hyperlink["明明洋葱长的像大蒜，却为什么不叫洋蒜而叫洋葱？", "http://www.guokr.com/answer/483916/redirect/"]
302734,2012-08-05,7,0,Hyperlink["为什么新闻联播每次结束之后主持人都要假装整理文件？", "http://www.guokr.com/answer/302734/redirect/"]
314647,2012-08-16,7,0,Hyperlink["手机真的能拍出这样的照片吗？", "http://www.guokr.com/answer/314647/redirect/"]
364368,2012-10-21,7,1,Hyperlink["中国人口因为什么原因出现了爆棚似的增长，除去政府的鼓励生育的原因，为何在其他国家的各种时期，在生活、经济、政策都适宜的情况下，从来没有过出现如此高速度的增长？", "http://www.guokr.com/answer/364368/redirect/"]
389748,2012-11-20,7,0,Hyperlink["高等教育会不会成为下一个“泡沫”？", "http://www.guokr.com/answer/389748/redirect/"]
401917,2012-12-05,7,0,Hyperlink["为什么中国的大学多设置围墙？西方国家的大学有明确的分界线吗？", "http://www.guokr.com/answer/401917/redirect/"]
415067,2012-12-23,7,0,Hyperlink["中国火车票价到底贵不贵？", "http://www.guokr.com/answer/415067/redirect/"]
438340,2013-01-25,7,0,Hyperlink["为什么大家现在不怎么喜欢玩人人（校内）了？", "http://www.guokr.com/answer/438340/redirect/"]
450668,2013-02-26,7,0,Hyperlink["请问现在买相机时，都更愿意日本相机么？不同国家、厂商生产的镜头、相机等产品，在设计、成像、技术等方面有什么特点、优劣的么？国内产品如何呢？", "http://www.guokr.com/answer/450668/redirect/"]
481385,2013-05-03,7,0,Hyperlink["团购网站（包括聚美优品之类的网站）到底是不是庞氏骗局？它们创造了什么价值？难道不是在用投资人的钱套更多的投资吗？", "http://www.guokr.com/answer/481385/redirect/"]
166646,2012-04-28,6,0,Hyperlink["为什么欧美国家的图书最先发布精装本？", "http://www.guokr.com/answer/166646/redirect/"]
245893,2012-06-23,6,0,Hyperlink["接受过良好的高等教育，却在低薪的服务行业挣扎，看到这种社会状况你有什么想法？", "http://www.guokr.com/answer/245893/redirect/"]
254203,2012-06-28,6,0,Hyperlink["为什么我国驾照如此天价？", "http://www.guokr.com/answer/254203/redirect/"]
348792,2012-09-26,6,0,Hyperlink["为什么古代中国没有产生现代科学？", "http://www.guokr.com/answer/348792/redirect/"]
356179,2012-10-09,6,3,Hyperlink["如果旅行者1号真的飞出了太阳系，那它是如何保持它的飞行动力的？", "http://www.guokr.com/answer/356179/redirect/"]
374705,2012-11-02,6,1,Hyperlink["为什么哈根达斯在中国卖的那么贵？", "http://www.guokr.com/answer/374705/redirect/"]
392092,2012-11-22,6,0,Hyperlink["百度为什么这么爱国？", "http://www.guokr.com/answer/392092/redirect/"]
396615,2012-11-28,6,0,Hyperlink["银行是否应该延长工作时间？", "http://www.guokr.com/answer/396615/redirect/"]
407812,2012-12-13,6,0,Hyperlink["户外旅游和活动，怎么防止被困遇险呢？比如这两天小东海这次", "http://www.guokr.com/answer/407812/redirect/"]
413857,2012-12-21,6,0,Hyperlink["怎样阅读才能拥有畅销书的生动活泼和教材的准确性？", "http://www.guokr.com/answer/413857/redirect/"]
422679,2013-01-03,6,0,Hyperlink["保险公司有存在的意义么？如果有/没有，为什么？", "http://www.guokr.com/answer/422679/redirect/"]
422883,2013-01-03,6,0,Hyperlink["如果没有人随地扔垃圾了环卫工人真的会失业么？", "http://www.guokr.com/answer/422883/redirect/"]
427348,2013-01-09,6,0,Hyperlink["为什么倒五角星看起来那么邪恶呢？", "http://www.guokr.com/answer/427348/redirect/"]
436522,2013-01-21,6,1,Hyperlink["基尼系数是怎么算出来的呢？官方已超警戒线，为何仍被质疑数据注水？高、低收入人群是怎么影响基尼系数的？各国是如何统计得到的？那些把资产放到瑞士逃税的富人怎么统计呢？系数越低越好吗？", "http://www.guokr.com/answer/436522/redirect/"]
449989,2013-02-24,6,0,Hyperlink["为什么国际油价大跌，国内却上调油价？", "http://www.guokr.com/answer/449989/redirect/"]
459631,2013-03-22,6,2,Hyperlink["在过去的一百年里被人浏览次数最多的图片是哪一张？", "http://www.guokr.com/answer/459631/redirect/"]
472823,2013-04-18,6,0,Hyperlink["为什么人们都认牌子？", "http://www.guokr.com/answer/472823/redirect/"]
477677,2013-04-26,6,0,Hyperlink["这张图中不同的团队结构分别有什么特点？", "http://www.guokr.com/answer/477677/redirect/"]
480571,2013-05-02,6,0,Hyperlink["怎么分辨一个网络事件是真实的还是水军在炒作？", "http://www.guokr.com/answer/480571/redirect/"]
485926,2013-05-12,6,0,Hyperlink["面对民科自己又没有专业知识和辩论技能怎么办？", "http://www.guokr.com/answer/485926/redirect/"]
219754,2012-06-10,5,0,Hyperlink["女生很在意男朋友的身高吗？身高不高很受伤啊！", "http://www.guokr.com/answer/219754/redirect/"]
260119,2012-07-02,5,6,Hyperlink["为什么有中医黑总是认为自己科学的 ？", "http://www.guokr.com/answer/260119/redirect/"]
361438,2012-10-17,5,0,Hyperlink["东北的玉米种植黄金带丰收了为什么牛肉价格也会因为玉米饲料不够上涨？", "http://www.guokr.com/answer/361438/redirect/"]
375519,2012-11-04,5,0,Hyperlink["为何有的地方开发票要单加钱？", "http://www.guokr.com/answer/375519/redirect/"]
377975,2012-11-07,5,0,Hyperlink["如果有出国继续深造的机会，同时又获得了一份国内大公司的offer，该如何选择？", "http://www.guokr.com/answer/377975/redirect/"]
390125,2012-11-20,5,0,Hyperlink["果壳能否增设社科版块？", "http://www.guokr.com/answer/390125/redirect/"]
393020,2012-11-23,5,0,Hyperlink["中国移动最近推出充100话费送100餐费，打的是什么算盘？", "http://www.guokr.com/answer/393020/redirect/"]
396340,2012-11-28,5,0,Hyperlink["俏江南张兰退出政协，说是因为国籍变更，在中国，怎么注销国籍呢？中国能有双重国籍吗？", "http://www.guokr.com/answer/396340/redirect/"]
397959,2012-11-30,5,0,Hyperlink["为什么魔兽世界主题电影要以人类王子阿尔萨斯为主线进行剧情设计？如果你是导演，你会选择魔兽中哪个场景作为剧情主线？", "http://www.guokr.com/answer/397959/redirect/"]
399997,2012-12-03,5,1,Hyperlink["北京异地高考方案都牵扯了哪方利益，为何迟迟不能实施？你心目中最合适的异地高考方案是什么样？", "http://www.guokr.com/answer/399997/redirect/"]
406567,2012-12-11,5,0,Hyperlink["朝鲜与很多西方国家没有外交关系，为什么在他们国内消费有些地方要收取欧元甚至是美元？", "http://www.guokr.com/answer/406567/redirect/"]
412711,2012-12-19,5,0,Hyperlink["支票怎么防止别人开空头支票或随便乱写出票人之类的信息糊弄商家？", "http://www.guokr.com/answer/412711/redirect/"]
415418,2012-12-23,5,0,Hyperlink["怎么样才是科学又文艺的死法？", "http://www.guokr.com/answer/415418/redirect/"]
419203,2012-12-28,5,0,Hyperlink["城市最低工资是怎么定的？", "http://www.guokr.com/answer/419203/redirect/"]
422375,2013-01-02,5,0,Hyperlink["为什么我国保留了农历？", "http://www.guokr.com/answer/422375/redirect/"]
424743,2013-01-06,5,0,Hyperlink["有一些鸟类摄影似乎是用人工操纵小鸟的摆拍方式拍的？我们自己能识别出照片是否有问题吗？", "http://www.guokr.com/answer/424743/redirect/"]
427024,2013-01-08,5,0,Hyperlink["在中国，为什么有无数前人告诫“不要考研、不要读博”，还是有成千上万人前赴后继？", "http://www.guokr.com/answer/427024/redirect/"]
434398,2013-01-18,5,0,Hyperlink["《貨幣戰爭》裏面說的是不是真的？", "http://www.guokr.com/answer/434398/redirect/"]
442392,2013-02-04,5,0,Hyperlink["哈佛大学上百人作弊，超半数强制停学，这个处罚会不会过严了？美国大学作弊情况如何，经常发生吗？", "http://www.guokr.com/answer/442392/redirect/"]
450787,2013-02-26,5,0,Hyperlink["网上不让卖盐是什么道理？", "http://www.guokr.com/answer/450787/redirect/"]
452045,2013-03-02,5,0,Hyperlink["为什么中国老百姓对商家的信任度很低，却对商家编造出来的各种营销段子很相信。辟谣党们应如何应对呢", "http://www.guokr.com/answer/452045/redirect/"]
452068,2013-03-02,5,0,Hyperlink["胸越大的妹子，以后奶水一定会越多么？", "http://www.guokr.com/answer/452068/redirect/"]
456089,2013-03-13,5,0,Hyperlink["请问在投资、会计、税务中，不动产分别包括什么呢？如何计算的呢？要衡量折旧、增值么？跟通胀率、收益率等有关的么？", "http://www.guokr.com/answer/456089/redirect/"]
462127,2013-03-28,5,0,Hyperlink["请问为何注销的信用卡会产生欠款的呢？利息“驴打滚”合法么？", "http://www.guokr.com/answer/462127/redirect/"]
467647,2013-04-09,5,0,Hyperlink["发票为什么叫发票？", "http://www.guokr.com/answer/467647/redirect/"]
470085,2013-04-14,5,0,Hyperlink["请问为何国内外高铁、地铁、路桥等交通的规划、建造时间相差这么多？是因为质量、安全等问题么？", "http://www.guokr.com/answer/470085/redirect/"]
491612,2013-05-23,5,0,Hyperlink["光线会影响一个人的帅气（美丽）程度吗？有多大影响呢？", "http://www.guokr.com/answer/491612/redirect/"]
198564,2012-05-25,4,3,Hyperlink["科学是什么？将来科学是不是会攻陷艺术？", "http://www.guokr.com/answer/198564/redirect/"]
263249,2012-07-04,4,0,Hyperlink["为什么房地产调控没有设定房价上限，这样做有什么不足之处？", "http://www.guokr.com/answer/263249/redirect/"]
317157,2012-08-19,4,0,Hyperlink["很多卖家都说马云不要脸是大骗子，淘宝是大骗子是这样吗？", "http://www.guokr.com/answer/317157/redirect/"]
342363,2012-09-19,4,0,Hyperlink["俄罗斯发现超级陨石坑，钻石会因此降价吗？", "http://www.guokr.com/answer/342363/redirect/"]
351457,2012-09-30,4,8,Hyperlink["大家如何理解现在高中生和大学生中大量存在援交女这种现象？", "http://www.guokr.com/answer/351457/redirect/"]
364877,2012-10-22,4,0,Hyperlink["如何捕捉与抓拍到动物的瞬间之美？又需要什么样的器材？", "http://www.guokr.com/answer/364877/redirect/"]
368391,2012-10-26,4,0,Hyperlink["女生在交往时嘴里常常说的那个“感觉”到底是什么？", "http://www.guokr.com/answer/368391/redirect/"]
375626,2012-11-04,4,0,Hyperlink["愤怒，狗为什么会咬那么可爱的小孩子？狗咬人和品种有关系吗？ ", "http://www.guokr.com/answer/375626/redirect/"]
384980,2012-11-14,4,0,Hyperlink["为什么银行没硬币的点钞机？", "http://www.guokr.com/answer/384980/redirect/"]
385911,2012-11-15,4,0,Hyperlink["你在国外留学或者交换时遇到的最大困难是什么？如何解决的？", "http://www.guokr.com/answer/385911/redirect/"]
390325,2012-11-21,4,0,Hyperlink["请问为何美国有望成为最大产油国的呢？美国不是最大的石油进口及消费国吗？可能改变世界能源供应、地缘政治状况的么？", "http://www.guokr.com/answer/390325/redirect/"]
391817,2012-11-22,4,0,Hyperlink["为什么老有人嘲笑码农？", "http://www.guokr.com/answer/391817/redirect/"]
394439,2012-11-26,4,0,Hyperlink["而善的最高形式就像水，水懂得如何滋润万物，却不与万物抗争？", "http://www.guokr.com/answer/394439/redirect/"]
398352,2012-11-30,4,0,Hyperlink["搬砖工月薪直逼7000，从经济学角度来说这类职位工资还可以更高一些吗？", "http://www.guokr.com/answer/398352/redirect/"]
400860,2012-12-04,4,0,Hyperlink["为什么现在的人老想着要去西藏之类的地方？只是听着别人如是的说那里怎样的好，却根本不了解那里或自己应该需要什么。这是怎样一个心理？", "http://www.guokr.com/answer/400860/redirect/"]
402975,2012-12-06,4,1,Hyperlink["共产主义抑制人的竞争意识这件事到底怎么解决？", "http://www.guokr.com/answer/402975/redirect/"]
403681,2012-12-07,4,0,Hyperlink["快播的母公司真的是360吗？", "http://www.guokr.com/answer/403681/redirect/"]
404201,2012-12-08,4,0,Hyperlink["2006年的糖炒栗子8块一斤，现在15块，为什么物价翻倍，工资没见翻倍呢？用经济学理论该如何解释？", "http://www.guokr.com/answer/404201/redirect/"]
404307,2012-12-08,4,0,Hyperlink["有什么物理方法可以帮助我忘记一个现在还很爱很爱的人？有没有方法能让我马上放弃我那可怜的“一辈子希望只需要爱一个人，否则我就 不能拥有完整的我”的想法？", "http://www.guokr.com/answer/404307/redirect/"]
406923,2012-12-12,4,0,Hyperlink["为什么韩国政府不对三星集团做垄断调查与业务拆分呢？", "http://www.guokr.com/answer/406923/redirect/"]
409218,2012-12-14,4,0,Hyperlink["如何伪装成一个资深科幻迷？", "http://www.guokr.com/answer/409218/redirect/"]
413154,2012-12-20,4,0,Hyperlink["空饮料瓶投入地铁回收机将能充一卡通，国外也有类似回收机吗，相比卖给废品回收人员，这种方法有什么优势？", "http://www.guokr.com/answer/413154/redirect/"]
423760,2013-01-04,4,0,Hyperlink["进化论是如何解释低等动物和高等动物并存的呢？", "http://www.guokr.com/answer/423760/redirect/"]
425687,2013-01-07,4,0,Hyperlink["如何预防企业官方微博被盗用？", "http://www.guokr.com/answer/425687/redirect/"]
426201,2013-01-07,4,0,Hyperlink["什么样的民主才能既保护少数人利益，又避免多数人暴政？", "http://www.guokr.com/answer/426201/redirect/"]
427102,2013-01-08,4,0,Hyperlink["[来战]哪个领域最容易出民科？出过哪些最奇葩的民科？", "http://www.guokr.com/answer/427102/redirect/"]
428010,2013-01-09,4,0,Hyperlink["博物馆的灯光会经过特殊设计吗?", "http://www.guokr.com/answer/428010/redirect/"]
433762,2013-01-17,4,0,Hyperlink["办签证为什么要用户口本？", "http://www.guokr.com/answer/433762/redirect/"]
439760,2013-01-29,4,0,Hyperlink["为什么墓地都很阴冷", "http://www.guokr.com/answer/439760/redirect/"]
439834,2013-01-29,4,0,Hyperlink["为什么人类伤害动物的时候觉得十分不忍，砍、拔、切、炒、吃植物没有任何愧疚感呢？它们也是生命呀。", "http://www.guokr.com/answer/439834/redirect/"]
453645,2013-03-07,4,0,Hyperlink["国际航班行李里可不可以带种子？如果一定要带有什么方法不会被查出来？", "http://www.guokr.com/answer/453645/redirect/"]
453698,2013-03-07,4,0,Hyperlink["微博话题#1999战记#为什么火起来了？", "http://www.guokr.com/answer/453698/redirect/"]
458415,2013-03-19,4,0,Hyperlink["请问“电影退票制”在欧美日等国普及吗？有制定哪些相关的法规么？经济上，可行么？", "http://www.guokr.com/answer/458415/redirect/"]
459686,2013-03-22,4,0,Hyperlink["你所在的行业有哪些常见的职业病？一般怎么解决？", "http://www.guokr.com/answer/459686/redirect/"]
461521,2013-03-27,4,0,Hyperlink["目前，科研界最大的危机是什么？", "http://www.guokr.com/answer/461521/redirect/"]
465199,2013-04-04,4,0,Hyperlink["税收的作用是什么？", "http://www.guokr.com/answer/465199/redirect/"]
465804,2013-04-05,4,0,Hyperlink["为什么那么多人都对0.999...=1表示持久的惊奇？", "http://www.guokr.com/answer/465804/redirect/"]
467480,2013-04-09,4,0,Hyperlink["对比特币的诸多疑问", "http://www.guokr.com/answer/467480/redirect/"]
468297,2013-04-10,4,0,Hyperlink["经常看到莱卡的狂热粉，这个品牌的相机好在哪里？", "http://www.guokr.com/answer/468297/redirect/"]
472337,2013-04-18,4,0,Hyperlink["请问为何中国的光伏产业会出现这么严重的产能过剩呢？在这么多的问题(债务等)，为何政府仍然救助呢？如何清算呢？欧美日等国也有类似的案例么？", "http://www.guokr.com/answer/472337/redirect/"]
476535,2013-04-24,4,0,Hyperlink["为什么果壳没有经济或者经融的小组或者主题？", "http://www.guokr.com/answer/476535/redirect/"]
476802,2013-04-25,4,0,Hyperlink["荷兰将迎来一百多年来首位国王是什么情况？", "http://www.guokr.com/answer/476802/redirect/"]
477462,2013-04-26,4,0,Hyperlink["先交钱后就医的优势在哪？", "http://www.guokr.com/answer/477462/redirect/"]
479402,2013-04-30,4,1,Hyperlink["如果央行把手中所有的外汇储备平均地，无偿地分给了13亿人民，会发生什么？", "http://www.guokr.com/answer/479402/redirect/"]
486100,2013-05-12,4,0,Hyperlink["人文社科也算科普吗？？\n\n", "http://www.guokr.com/answer/486100/redirect/"]
492239,2013-05-24,4,0,Hyperlink["为什么基本上十年就有一次经济危机？", "http://www.guokr.com/answer/492239/redirect/"]
167538,2012-04-29,3,1,Hyperlink["猫有天敌吗？", "http://www.guokr.com/answer/167538/redirect/"]
258984,2012-07-01,3,2,Hyperlink["现在的生物学或者转基因技术已经发达到了能让小鸡长出超过2个翅膀吗？", "http://www.guokr.com/answer/258984/redirect/"]
266213,2012-07-06,3,0,Hyperlink["为什么新版硬币后面没有国徽了？", "http://www.guokr.com/answer/266213/redirect/"]
302736,2012-08-05,3,0,Hyperlink["为什么初中用“C\"表示年级，高中用\"k\"表示年级？", "http://www.guokr.com/answer/302736/redirect/"]
310250,2012-08-12,3,0,Hyperlink["为什么欧美好多电视剧都分成一季一季的，且集数较少，而国内的电视剧却几乎都是好几十集一部就完了。", "http://www.guokr.com/answer/310250/redirect/"]
340935,2012-09-17,3,0,Hyperlink["大闸蟹和河蟹有什么区别？", "http://www.guokr.com/answer/340935/redirect/"]
362393,2012-10-18,3,0,Hyperlink["日本文化对于西方人了解中国的文化起到什么样的作用？是消极的呢，还是积极的呢？", "http://www.guokr.com/answer/362393/redirect/"]
368787,2012-10-26,3,0,Hyperlink["听说献血前再采血车上要做一次检查，血入库之前还要再查一次。两次的项目有什么区别？", "http://www.guokr.com/answer/368787/redirect/"]
369649,2012-10-28,3,0,Hyperlink["为什么有些人会热衷于引进PX项目？", "http://www.guokr.com/answer/369649/redirect/"]
369816,2012-10-28,3,1,Hyperlink["果壳是否有学位认证程序啊，为毛这么多博士硕士，很不值钱？", "http://www.guokr.com/answer/369816/redirect/"]
369891,2012-10-28,3,0,Hyperlink["公司食堂的饭菜剩余量是否与公司的生产力呈相关关系？", "http://www.guokr.com/answer/369891/redirect/"]
372127,2012-10-31,3,0,Hyperlink["“身体发肤受之父母”，当我们不爱惜身体的时候，为什么讲的是浪费“父精母血”而不是“父精母卵”？", "http://www.guokr.com/answer/372127/redirect/"]
377469,2012-11-06,3,0,Hyperlink["毕业前考各种“证儿”到底对求职有没有帮助？", "http://www.guokr.com/answer/377469/redirect/"]
388197,2012-11-18,3,0,Hyperlink["没有网（也没蓝牙）的情况下，两台笔记本如何实现大文件传输？", "http://www.guokr.com/answer/388197/redirect/"]
