用户：众生皆蛋白长老:回答问题(29-05-13),SpanFromLeft
总回答数：437； 总支持数：1843； 总反对数：103；平均支持数4.21739；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
163456,2012-04-26,12,0,Hyperlink["大家对 Chrome 浏览器的中文正式名称【酷容】有什么看法？", "http://www.guokr.com/answer/163456/redirect/"]
123090,2012-03-21,11,0,Hyperlink["墨西哥地震震源离地面只有10公里，这意味着什么？", "http://www.guokr.com/answer/123090/redirect/"]
129298,2012-03-28,11,0,Hyperlink["中国考察队真的在南极把自己养的狗沉到海底了吗？", "http://www.guokr.com/answer/129298/redirect/"]
225124,2012-06-13,10,0,Hyperlink["这个男人是谁？", "http://www.guokr.com/answer/225124/redirect/"]
245092,2012-06-23,10,0,Hyperlink["黎巴嫩地区出现一位12岁水晶女孩，左眼量产水晶。这是真的吗？", "http://www.guokr.com/answer/245092/redirect/"]
458143,2013-03-18,10,0,Hyperlink["有哪些产品设计很糟糕，但却出人意料的成功了呢？", "http://www.guokr.com/answer/458143/redirect/"]
463311,2013-03-31,10,0,Hyperlink["这是谁的作品？叫什么名字啊作者，是什么漫画吗？", "http://www.guokr.com/answer/463311/redirect/"]
484489,2013-05-09,10,1,Hyperlink["我一哥们说我什么都不懂，考试考的分比谁都高，我觉得郁闷啊。其实我懂的比他们都多，比起老师还是差些，哥们呢为什么要说那样的话呢？", "http://www.guokr.com/answer/484489/redirect/"]
106525,2012-03-04,9,3,Hyperlink["我读翻译过来的书有困难，这是什么原因呢？", "http://www.guokr.com/answer/106525/redirect/"]
120070,2012-03-18,9,1,Hyperlink["剑鞘内部怎么清洗？", "http://www.guokr.com/answer/120070/redirect/"]
121669,2012-03-19,9,0,Hyperlink["全球最大BT网站海盗湾的服务器挂在无人机上这个方案可行吗？如何解决电力问题？", "http://www.guokr.com/answer/121669/redirect/"]
137563,2012-04-05,9,0,Hyperlink["“有人”的话威力为什么那么大？", "http://www.guokr.com/answer/137563/redirect/"]
190493,2012-05-18,9,5,Hyperlink["网上盛传吃婴儿，还带了不少重口味图片，那个是真的假的？", "http://www.guokr.com/answer/190493/redirect/"]
201713,2012-05-28,9,0,Hyperlink["观测天象，天空中出现了地震云,这能推算出地震吗？", "http://www.guokr.com/answer/201713/redirect/"]
218086,2012-06-09,9,0,Hyperlink["普通话对于南北方人是否有区别对待？", "http://www.guokr.com/answer/218086/redirect/"]
238227,2012-06-19,9,1,Hyperlink["为什么我在书店里看的到的《十万个为什么》从来都没有十万个为什么？", "http://www.guokr.com/answer/238227/redirect/"]
115401,2012-03-13,8,0,Hyperlink["果壳达人里的那些三国人物ID是怎么回事？", "http://www.guokr.com/answer/115401/redirect/"]
238185,2012-06-19,8,0,Hyperlink["有没有哪样科技是你小时候曾经以为一定会在21世纪初出现但是现在连半点影子都没有的？", "http://www.guokr.com/answer/238185/redirect/"]
320870,2012-08-23,8,1,Hyperlink["如何写出一条让人有躺枪感的微博？", "http://www.guokr.com/answer/320870/redirect/"]
485162,2013-05-10,8,0,Hyperlink["手淫有很大的成瘾性和危害性，为什么主流媒体还在灌输适度无害论，他们背后有什么不可告人的秘密吗？", "http://www.guokr.com/answer/485162/redirect/"]
190532,2012-05-19,7,0,Hyperlink["刚看了《复仇者联盟》觉得钢铁侠很bug，电影设定不好？", "http://www.guokr.com/answer/190532/redirect/"]
218571,2012-06-09,7,0,Hyperlink["蚊子吸血的时候，突然绷紧肌肉，会把蚊子夹住而使它拔不出口器来吗？", "http://www.guokr.com/answer/218571/redirect/"]
457201,2013-03-16,7,1,Hyperlink["脊椎动物比无脊椎动物更高级吗？", "http://www.guokr.com/answer/457201/redirect/"]
459688,2013-03-22,7,0,Hyperlink["请问什么是主体不够呢？为何不算强奸呢？有什么要求的呢？", "http://www.guokr.com/answer/459688/redirect/"]
471558,2013-04-16,7,0,Hyperlink["为什么肌肉男的生殖器都比较小？", "http://www.guokr.com/answer/471558/redirect/"]
137388,2012-04-05,6,0,Hyperlink["如何跟微博上的营销账号较真？", "http://www.guokr.com/answer/137388/redirect/"]
142949,2012-04-10,6,0,Hyperlink["蚊子的存在有什么价值？", "http://www.guokr.com/answer/142949/redirect/"]
153893,2012-04-18,6,0,Hyperlink["外星人是古代地球人么？", "http://www.guokr.com/answer/153893/redirect/"]
313414,2012-08-15,6,0,Hyperlink["从皮肤上搓下来的黑色东西是什么？", "http://www.guokr.com/answer/313414/redirect/"]
481578,2013-05-04,6,0,Hyperlink["什么东西创建起来比摧毁它更容易？", "http://www.guokr.com/answer/481578/redirect/"]
482566,2013-05-06,6,0,Hyperlink["为什么说钢架结构的居民楼的抗震性良好？", "http://www.guokr.com/answer/482566/redirect/"]
121860,2012-03-19,5,0,Hyperlink["一公斤水是否能浮起两公斤的木头?", "http://www.guokr.com/answer/121860/redirect/"]
123595,2012-03-21,5,0,Hyperlink["任意角度的三角函数怎么求？", "http://www.guokr.com/answer/123595/redirect/"]
125101,2012-03-23,5,0,Hyperlink["为什么现代医学(西医)主要以“外科”为主？", "http://www.guokr.com/answer/125101/redirect/"]
125861,2012-03-24,5,1,Hyperlink["作为世界流行音乐的潮流引领者，为什么欧美不流行KTV？", "http://www.guokr.com/answer/125861/redirect/"]
137423,2012-04-05,5,0,Hyperlink["为什么很多漫画书的最后几页都是白纸？", "http://www.guokr.com/answer/137423/redirect/"]
139190,2012-04-07,5,0,Hyperlink["水能被压缩吗？", "http://www.guokr.com/answer/139190/redirect/"]
151638,2012-04-16,5,1,Hyperlink["快速洗衣服有什么技巧没？", "http://www.guokr.com/answer/151638/redirect/"]
207224,2012-06-01,5,0,Hyperlink["为什么搞测绘的要用木质的三脚架？", "http://www.guokr.com/answer/207224/redirect/"]
211368,2012-06-04,5,0,Hyperlink["美女尖兵90昼夜40万行代码，到底可信度有多高？是一个造神运动吗？码农表示40万压力颇大！", "http://www.guokr.com/answer/211368/redirect/"]
217075,2012-06-08,5,0,Hyperlink["学物理该看什么哲学书？", "http://www.guokr.com/answer/217075/redirect/"]
368803,2012-10-26,5,0,Hyperlink["这货真的是熊猫吗？", "http://www.guokr.com/answer/368803/redirect/"]
460387,2013-03-24,5,0,Hyperlink["果壳网对于现在的初中生会起到什么帮助？", "http://www.guokr.com/answer/460387/redirect/"]
494349,今天,5,0,Hyperlink["为什么强扭的瓜不甜？", "http://www.guokr.com/answer/494349/redirect/"]
123183,2012-03-21,4,0,Hyperlink["重力跟自转速度有关吗？", "http://www.guokr.com/answer/123183/redirect/"]
159179,2012-04-22,4,0,Hyperlink["零下四百五十八度到底是什么呢？", "http://www.guokr.com/answer/159179/redirect/"]
169004,2012-05-01,4,0,Hyperlink["鸡蛋能和稀饭一起煮吗？", "http://www.guokr.com/answer/169004/redirect/"]
170685,2012-05-02,4,0,Hyperlink["\"只生一个\"是否不利于基因优化?", "http://www.guokr.com/answer/170685/redirect/"]
172586,2012-05-04,4,3,Hyperlink["为什么5月4日大家都在晒星战的东西？", "http://www.guokr.com/answer/172586/redirect/"]
201374,2012-05-28,4,0,Hyperlink["人的尿真能把树木烧死？", "http://www.guokr.com/answer/201374/redirect/"]
203809,2012-05-29,4,0,Hyperlink["对于那种本身就很无知了，但还不尊重科学的人，咱们该怎么处置？", "http://www.guokr.com/answer/203809/redirect/"]
214942,2012-06-07,4,0,Hyperlink["圆柱型量杯到底精确吗？", "http://www.guokr.com/answer/214942/redirect/"]
218570,2012-06-09,4,0,Hyperlink["磁铁有辐射么?", "http://www.guokr.com/answer/218570/redirect/"]
223443,2012-06-12,4,0,Hyperlink["奥特曼有小JJ吗？", "http://www.guokr.com/answer/223443/redirect/"]
454066,2013-03-08,4,0,Hyperlink["为什么人们会建造双塔？", "http://www.guokr.com/answer/454066/redirect/"]
454899,2013-03-10,4,0,Hyperlink["即使水性很好的人，从长江大桥上跳下去也会死吗？", "http://www.guokr.com/answer/454899/redirect/"]
455817,2013-03-12,4,0,Hyperlink["为什么月经期间不能洗头？", "http://www.guokr.com/answer/455817/redirect/"]
468205,2013-04-10,4,0,Hyperlink["大家试过刷牙时把牙膏掉在裤子裆部上没有，我天天如此，那是中了什么邪啊？", "http://www.guokr.com/answer/468205/redirect/"]
473688,2013-04-20,4,1,Hyperlink["目前地震预报现状如何？有何理论支撑？中国地震局是无能，还是确实无法预报地震？", "http://www.guokr.com/answer/473688/redirect/"]
477857,2013-04-27,4,1,Hyperlink["关于楼梯的一个小问题", "http://www.guokr.com/answer/477857/redirect/"]
478825,2013-04-28,4,0,Hyperlink[" 人类愚蠢在哪里？", "http://www.guokr.com/answer/478825/redirect/"]
482905,2013-05-06,4,0,Hyperlink["在用热水壶打水的时候，打开水龙头，热水落到平底的一瞬间为什么不会把瓶底打碎？水的速度是相当大的。", "http://www.guokr.com/answer/482905/redirect/"]
485907,2013-05-12,4,0,Hyperlink["既然可乐的配方是保密的，那请问它是如何通过食品安全检测的？食品安全检测的流程和标准是什么？", "http://www.guokr.com/answer/485907/redirect/"]
486282,2013-05-13,4,0,Hyperlink["看新闻俄罗斯富豪在2045年前造出永生人，你有什么想说的？", "http://www.guokr.com/answer/486282/redirect/"]
490660,2013-05-22,4,0,Hyperlink["为什么非洲人亚洲人古希腊人等等都会把东西顶在头上，而中国人不会？", "http://www.guokr.com/answer/490660/redirect/"]
114169,2012-03-11,3,0,Hyperlink["蚂蚁是几维动物？这是从什么方面考虑的？", "http://www.guokr.com/answer/114169/redirect/"]
137061,2012-04-05,3,0,Hyperlink["《圣斗士星矢》的圣衣真的不是女神用来坑爹的吗？", "http://www.guokr.com/answer/137061/redirect/"]
143884,2012-04-11,3,0,Hyperlink["为什么大家会期待《泰坦尼克》的裸体戏？为什么又会被删除？", "http://www.guokr.com/answer/143884/redirect/"]
147515,2012-04-13,3,0,Hyperlink["为什么一句蛋疼话，加一句铿锵有力的总结，就有“哲理”了呢？比如“生活就是这样”“这个社会怎么了“", "http://www.guokr.com/answer/147515/redirect/"]
159857,2012-04-23,3,0,Hyperlink["为什么锯齿边的东西普遍好撕开？", "http://www.guokr.com/answer/159857/redirect/"]
163492,2012-04-26,3,0,Hyperlink["青年报说的“现在拍死一只蚊子 等于消灭800只‘蚊二代’”是真的吗？", "http://www.guokr.com/answer/163492/redirect/"]
167907,2012-04-29,3,1,Hyperlink["美鑫派水杯是不是骗人的？", "http://www.guokr.com/answer/167907/redirect/"]
172075,2012-05-03,3,0,Hyperlink["在你眼里，哪两项发明/发现，最深刻地影响了你学的那门专业呢？(理由也写下吧亲)", "http://www.guokr.com/answer/172075/redirect/"]
172324,2012-05-03,3,0,Hyperlink["为什么猫的弹跳能力那么棒？", "http://www.guokr.com/answer/172324/redirect/"]
209818,2012-06-03,3,0,Hyperlink["大家有没有发现达尔文的进化论，虽然不着调，但是这套假说几乎可以解释各领域的现象？", "http://www.guokr.com/answer/209818/redirect/"]
454351,2013-03-08,3,0,Hyperlink["如何鉴别放射性物质？如果真捡到了放射物该怎么办？", "http://www.guokr.com/answer/454351/redirect/"]
460226,2013-03-24,3,0,Hyperlink["宇宙中的物体都是绝对运动的，那岂不是所有物体都是永动机？", "http://www.guokr.com/answer/460226/redirect/"]
466232,2013-04-06,3,1,Hyperlink["为什么那么多人都对0.999...=1表示持久的惊奇？", "http://www.guokr.com/answer/466232/redirect/"]
469917,2013-04-13,3,0,Hyperlink["这是怎样的支持力呢？看图，那奇葩的茶壶~", "http://www.guokr.com/answer/469917/redirect/"]
471331,2013-04-16,3,0,Hyperlink["如果Ex威胁说要曝光私密信息怎么办？", "http://www.guokr.com/answer/471331/redirect/"]
473759,2013-04-20,3,0,Hyperlink["为什么地震多集中于北纬30度左右？", "http://www.guokr.com/answer/473759/redirect/"]
473823,2013-04-20,3,0,Hyperlink["#求辟谣#刚刚看到一则帖子说雅安地震：这次横波震幅厉害，晚上注意点，今天白天安全，由于太阳热能，对冲，晚上有个热能挤压释放，晚上不要在家，晚上睡觉前注意放盆水在面前，水一晃动，马上出门，横波的波动要快", "http://www.guokr.com/answer/473823/redirect/"]
474642,2013-04-22,3,0,Hyperlink["如图，图上的裂缝是正常的伸缩缝吗？如果不是，有什么危险？", "http://www.guokr.com/answer/474642/redirect/"]
477868,2013-04-27,3,0,Hyperlink["地震时楼梯安全么？", "http://www.guokr.com/answer/477868/redirect/"]
479865,2013-05-01,3,0,Hyperlink["在黑暗到没有亮光的情况下完全看不见东西，算夜盲症吗？", "http://www.guokr.com/answer/479865/redirect/"]
483759,2013-05-08,3,0,Hyperlink["星盘的可信度？关于宿命论，是因人而异还是已有定数？", "http://www.guokr.com/answer/483759/redirect/"]
494044,2013-05-28,3,0,Hyperlink["剥开电线绝缘层的正确姿势是什么？", "http://www.guokr.com/answer/494044/redirect/"]
104389,2012-03-02,2,0,Hyperlink["什么情况下自来水会出现异味呢？", "http://www.guokr.com/answer/104389/redirect/"]
107357,2012-03-05,2,0,Hyperlink["掌纹看病到底靠谱吗？", "http://www.guokr.com/answer/107357/redirect/"]
107997,2012-03-06,2,0,Hyperlink["什么情况下，像“开会”“吃饭”这样的词可以在中间加上其他词，具体什么样的词合适？", "http://www.guokr.com/answer/107997/redirect/"]
112088,2012-03-09,2,0,Hyperlink["坐月子为什么不能喝白开水？", "http://www.guokr.com/answer/112088/redirect/"]
113631,2012-03-11,2,1,Hyperlink["为什么干燥的大便容易憋住，而拉稀的时候却极难把持得住呢？", "http://www.guokr.com/answer/113631/redirect/"]
117485,2012-03-15,2,0,Hyperlink["袁隆平老师说没经过人体试验，吃转基因食品就不安全，这种说法有道理吗？", "http://www.guokr.com/answer/117485/redirect/"]
126860,2012-03-25,2,0,Hyperlink["以后会出现对抗以图搜图的反侦察技术吗？", "http://www.guokr.com/answer/126860/redirect/"]
127619,2012-03-26,2,0,Hyperlink["【求辟谣】求果壳再次辟谣。关于2012的谣言是真的吗？", "http://www.guokr.com/answer/127619/redirect/"]
129263,2012-03-28,2,0,Hyperlink["眼角膜能随随便便摘掉，像偷肾那样给人做移植吗？", "http://www.guokr.com/answer/129263/redirect/"]
131364,2012-03-30,2,0,Hyperlink["有关风水的学说纯粹就是迷信吗？", "http://www.guokr.com/answer/131364/redirect/"]
140362,2012-04-08,2,0,Hyperlink["能否用什么容器保存住阳光？或者说能不能把一部分阳光保留住？", "http://www.guokr.com/answer/140362/redirect/"]
141737,2012-04-09,2,0,Hyperlink["黄瓜为什么要“拍”着吃？", "http://www.guokr.com/answer/141737/redirect/"]
146204,2012-04-12,2,0,Hyperlink["小眼睛有什么进化优势么？（经常找不到自己眼睛的人寻求心理安慰）", "http://www.guokr.com/answer/146204/redirect/"]
147685,2012-04-13,2,1,Hyperlink["小说里常说修真者御剑飞行，气势如虹奔若流星，假使真人达到了这个速度，会发生什么呢？", "http://www.guokr.com/answer/147685/redirect/"]
149217,2012-04-14,2,0,Hyperlink["如果明天是你的最后一天，你会怎么做？", "http://www.guokr.com/answer/149217/redirect/"]
152873,2012-04-18,2,0,Hyperlink["中医有关半身不遂的急救常识可靠吗？", "http://www.guokr.com/answer/152873/redirect/"]
158495,2012-04-22,2,0,Hyperlink["我以后想做一个出名的工程师现在该怎么办呢？", "http://www.guokr.com/answer/158495/redirect/"]
161538,2012-04-24,2,0,Hyperlink["快餐店放半杯冰然后接可乐真的能更多的盈利么？", "http://www.guokr.com/answer/161538/redirect/"]
163599,2012-04-26,2,0,Hyperlink["电影《黄金大劫案》里，最后进入海河的王水，会造成多严重的生态灾难？", "http://www.guokr.com/answer/163599/redirect/"]
168233,2012-04-30,2,0,Hyperlink["关于那个老鹰敲碎自己的喙，拔掉羽毛，拔掉爪子的故事。真实性如何？", "http://www.guokr.com/answer/168233/redirect/"]
174669,2012-05-05,2,0,Hyperlink["早上九点还不吃早饭，肠道就会吸收粪便，也就是说不吃早饭，你的身体就会自动吃屎？", "http://www.guokr.com/answer/174669/redirect/"]
182805,2012-05-12,2,0,Hyperlink["为什么好多人都把馄饨念作hun dun？", "http://www.guokr.com/answer/182805/redirect/"]
189088,2012-05-17,2,1,Hyperlink["致命毒药有哪些？", "http://www.guokr.com/answer/189088/redirect/"]
193613,2012-05-21,2,0,Hyperlink["人能否在多倍重力下加强锻炼效果？", "http://www.guokr.com/answer/193613/redirect/"]
194594,2012-05-22,2,0,Hyperlink["为什么外星人不长毛呢？", "http://www.guokr.com/answer/194594/redirect/"]
207040,2012-06-01,2,0,Hyperlink["水晶玉石可以养人有没有科学依据？", "http://www.guokr.com/answer/207040/redirect/"]
207801,2012-06-01,2,0,Hyperlink["为什么画图的孩纸都这么辛苦？", "http://www.guokr.com/answer/207801/redirect/"]
368778,2012-10-26,2,0,Hyperlink["各位Geek们，问个有那么一点幼稚的问题啊    一般城市上空要比郊区多雾的原因是   （选择题）", "http://www.guokr.com/answer/368778/redirect/"]
454287,2013-03-08,2,0,Hyperlink["如果绝大多数人类的大部分大脑没被用，那么为什么人类大脑要进化出那些无用的部分？", "http://www.guokr.com/answer/454287/redirect/"]
457146,2013-03-15,2,0,Hyperlink["科幻电影里面的那种巨型建筑物（Megastructure）会成为未来城市的主流建筑么？", "http://www.guokr.com/answer/457146/redirect/"]
463111,2013-03-30,2,0,Hyperlink["外星生物怎么就也得是碳氢氧氮组成的呢？就不能是磷硫氯钠镁铝么？话说地球上也有只靠硫化物供养的生物啊", "http://www.guokr.com/answer/463111/redirect/"]
463189,2013-03-31,2,0,Hyperlink["请大家发挥想象：如果人类也拥有像猫，狐狸这些动物的浓密毛发布满全身，那我们的日常生活会有哪些变化？（例如：人不必再穿衣服了？）", "http://www.guokr.com/answer/463189/redirect/"]
463318,2013-03-31,2,0,Hyperlink["为什么好好的柏油路，要用锯拉个缝，再抹上点沥青呢？！", "http://www.guokr.com/answer/463318/redirect/"]
463751,2013-04-01,2,0,Hyperlink["这是什么树？是真实存在的吧？", "http://www.guokr.com/answer/463751/redirect/"]
466223,2013-04-06,2,0,Hyperlink["我若在4点运行一个随机数程序取得一个随机数，然后时光倒流到4点在相同时刻运行该随机数程序，会得到相同随机数么？", "http://www.guokr.com/answer/466223/redirect/"]
467176,2013-04-08,2,0,Hyperlink["为什么花瓣基本上都是奇数个？", "http://www.guokr.com/answer/467176/redirect/"]
468175,2013-04-10,2,0,Hyperlink["飞机上换座位可能导致飞机失衡吗？", "http://www.guokr.com/answer/468175/redirect/"]
471229,2013-04-16,2,0,Hyperlink["为什么我们的果壳网，不能做一部果壳手机呢？就像小米手机一样。", "http://www.guokr.com/answer/471229/redirect/"]
473145,2013-04-19,2,0,Hyperlink["旅游和旅行有什么区别？", "http://www.guokr.com/answer/473145/redirect/"]
473666,2013-04-20,2,0,Hyperlink["为什么地震发生的地方都在县城乡下农村之类的地区？", "http://www.guokr.com/answer/473666/redirect/"]
473796,2013-04-20,2,0,Hyperlink["低温会降低物体硬度吗？", "http://www.guokr.com/answer/473796/redirect/"]
474786,2013-04-22,2,0,Hyperlink["请问地震主要会对网络、通信系统哪些环节造成严重损坏呢？有什么措施、器材可以紧急修复、替补呢？有什么抗震、保护手段么？", "http://www.guokr.com/answer/474786/redirect/"]
474793,2013-04-22,2,0,Hyperlink["为什么地震过后说得头头是道，地震之前什么都说不出来呢？", "http://www.guokr.com/answer/474793/redirect/"]
474832,2013-04-22,2,0,Hyperlink["地震烈度倾向于主观评价还是客观评价？", "http://www.guokr.com/answer/474832/redirect/"]
475220,2013-04-22,2,0,Hyperlink["汽车的表面能否设计成磨砂样的？", "http://www.guokr.com/answer/475220/redirect/"]
476113,2013-04-24,2,0,Hyperlink["为什么地震之后要点蜡烛？", "http://www.guokr.com/answer/476113/redirect/"]
479867,2013-05-01,2,0,Hyperlink["鸡蛋羹的储水量高吗?有多高？如果有很多很多鸡蛋，可以考虑用它来涵养水源吗?", "http://www.guokr.com/answer/479867/redirect/"]
481701,2013-05-04,2,0,Hyperlink["如果我们要给100年后的子孙留点能让他们惊喜的东西，留啥好呢？ ", "http://www.guokr.com/answer/481701/redirect/"]
482572,2013-05-06,2,0,Hyperlink["现在高考非选择题的阅卷流程是什么样的？看到一个“高考阅卷老师揭露阅卷内幕”的文章。", "http://www.guokr.com/answer/482572/redirect/"]
482583,2013-05-06,2,0,Hyperlink["禽流感（如H7N9）为什么会导致羽绒产品价格疯涨？", "http://www.guokr.com/answer/482583/redirect/"]
482894,2013-05-06,2,0,Hyperlink["我在想，如果没有分辨阳光的七色反射的机能，那么我们所有的人和东西都是没有颜色的，所以外星人找呀找的，却找不到我们？", "http://www.guokr.com/answer/482894/redirect/"]
485456,2013-05-11,2,0,Hyperlink["安乐死可以自己对自己实施么？", "http://www.guokr.com/answer/485456/redirect/"]
485538,2013-05-11,2,0,Hyperlink["绿巨人浩克的内裤为什么老是撑不破？？这一点有科学依据不？？", "http://www.guokr.com/answer/485538/redirect/"]
100967,2012-02-26,1,0,Hyperlink["【理性向】“无限相似”是“是”的充要条件么？", "http://www.guokr.com/answer/100967/redirect/"]
104427,2012-03-02,1,1,Hyperlink["核电到底有危害么？要去系里办的反核电论坛帮忙，真是郁闷啊。", "http://www.guokr.com/answer/104427/redirect/"]
112271,2012-03-09,1,0,Hyperlink["我国近年地震（灾害）频发，是否与三峡大坝有关？", "http://www.guokr.com/answer/112271/redirect/"]
113075,2012-03-10,1,0,Hyperlink["刻舟求剑这寓言为什么都没交待好就结束了？", "http://www.guokr.com/answer/113075/redirect/"]
113281,2012-03-10,1,0,Hyperlink["如何知道自己不是色盲？", "http://www.guokr.com/answer/113281/redirect/"]
113300,2012-03-10,1,0,Hyperlink["果壳已经敢把揭秘松鼠的结果发布出来了？", "http://www.guokr.com/answer/113300/redirect/"]
118011,2012-03-15,1,0,Hyperlink["为什么果壳网可以修改昵称？", "http://www.guokr.com/answer/118011/redirect/"]
118960,2012-03-16,1,1,Hyperlink["1KG的水能浮起2KG的木头吗？", "http://www.guokr.com/answer/118960/redirect/"]
120217,2012-03-18,1,0,Hyperlink["发射卫星和发射导弹该怎么区分呢？是通过计算吗？", "http://www.guokr.com/answer/120217/redirect/"]
121650,2012-03-19,1,1,Hyperlink["科学史上，还有哪些著名的动物呢？", "http://www.guokr.com/answer/121650/redirect/"]
124510,2012-03-22,1,0,Hyperlink["每次球赛之后网上就互骂，为什么没人把有争议的球都列出来分析？", "http://www.guokr.com/answer/124510/redirect/"]
125864,2012-03-24,1,0,Hyperlink["如果把头伸出高速行驶的车窗外，撞到隧道，脖子会断掉么？", "http://www.guokr.com/answer/125864/redirect/"]
127603,2012-03-26,1,0,Hyperlink["凡尔纳在科幻界算是什么水平？", "http://www.guokr.com/answer/127603/redirect/"]
128178,2012-03-27,1,1,Hyperlink["怎样看待“崖山之后，已无中国”这一观点？", "http://www.guokr.com/answer/128178/redirect/"]
