用户：子夜:回答问题(29-05-13),SpanFromLeft
总回答数：161； 总支持数：408； 总反对数：12；平均支持数2.53416；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
415577,2012-12-24,1,0,Hyperlink["为什么电池正-正极相连、负-负相连会瞬间没电？", "http://www.guokr.com/answer/415577/redirect/"]
417976,2012-12-27,1,0,Hyperlink["小孩刚出生时的睡姿真的能影响头骨形状吗？", "http://www.guokr.com/answer/417976/redirect/"]
418338,2012-12-27,1,0,Hyperlink["春运从哪天开始哪天截止？这个怎么算的？", "http://www.guokr.com/answer/418338/redirect/"]
423579,2013-01-04,1,0,Hyperlink["北京之光证明了北京上空严重空气污染？", "http://www.guokr.com/answer/423579/redirect/"]
427827,2013-01-09,1,0,Hyperlink["《鬼吹灯》电影版启动了，值得拍成电影的中国小说还有哪些？", "http://www.guokr.com/answer/427827/redirect/"]
427830,2013-01-09,1,0,Hyperlink["吃煮熟的乌贼有可能被它存在的精子口爆？", "http://www.guokr.com/answer/427830/redirect/"]
427898,2013-01-09,1,0,Hyperlink["春节回家订票晚了，买不到票怎么办？", "http://www.guokr.com/answer/427898/redirect/"]
436254,2013-01-21,1,0,Hyperlink["请问这个电阻手链的可见部分最大电阻和最小电阻是多少？", "http://www.guokr.com/answer/436254/redirect/"]
437455,2013-01-23,1,0,Hyperlink["光看外表，保镖身上好像没有什么装备，那他们的装备一般怎么藏在身上呢？", "http://www.guokr.com/answer/437455/redirect/"]
438703,2013-01-26,1,0,Hyperlink["为什么主干道的火车铁轨不能像汽车一样弄个四车道、八车道？", "http://www.guokr.com/answer/438703/redirect/"]
447836,2013-02-19,1,0,Hyperlink["这只巨大的蝴蝶是什么品种？", "http://www.guokr.com/answer/447836/redirect/"]
303464,2012-08-06,0,0,Hyperlink["火星车为什么不采用履带式？", "http://www.guokr.com/answer/303464/redirect/"]
317975,2012-08-20,0,0,Hyperlink["七夕快来了，如何过一个浪漫的七夕？", "http://www.guokr.com/answer/317975/redirect/"]
319055,2012-08-21,0,0,Hyperlink["如何给裸机装系统", "http://www.guokr.com/answer/319055/redirect/"]
322017,2012-08-24,0,0,Hyperlink["如何使果壳问答的提问有水准？", "http://www.guokr.com/answer/322017/redirect/"]
322029,2012-08-24,0,0,Hyperlink["“兄dei”是哪里的方言？", "http://www.guokr.com/answer/322029/redirect/"]
322242,2012-08-24,0,0,Hyperlink["兔子不吃窝边草是为了隐蔽家门可以理解，好马真的不吃回头草吗", "http://www.guokr.com/answer/322242/redirect/"]
333740,2012-09-07,0,0,Hyperlink["移动硬盘有电压要求么？插台式机上就好用，笔记本上就不好用。", "http://www.guokr.com/answer/333740/redirect/"]
333775,2012-09-07,0,0,Hyperlink["大学校友在办公室很大声的说“求交往”，该如何应对这样的事情？", "http://www.guokr.com/answer/333775/redirect/"]
335256,2012-09-09,0,0,Hyperlink["最早的异形是怎么产生的？", "http://www.guokr.com/answer/335256/redirect/"]
335668,2012-09-10,0,0,Hyperlink["网游与网速关系大还是与电脑配置的关系大？", "http://www.guokr.com/answer/335668/redirect/"]
335764,2012-09-10,0,0,Hyperlink["如何对电脑硬件快速上手？", "http://www.guokr.com/answer/335764/redirect/"]
339050,2012-09-14,0,0,Hyperlink["马尔福应不应该叫赫敏“杂种”？", "http://www.guokr.com/answer/339050/redirect/"]
339301,2012-09-15,0,2,Hyperlink["人的年龄是怎么确定的呢？", "http://www.guokr.com/answer/339301/redirect/"]
341595,2012-09-18,0,0,Hyperlink["你所学的专业中，有哪些必修课是外行人不知道的槽点？", "http://www.guokr.com/answer/341595/redirect/"]
341621,2012-09-18,0,0,Hyperlink["为什么国内的列车时刻表经常变化，国外也这样么？", "http://www.guokr.com/answer/341621/redirect/"]
341633,2012-09-18,0,0,Hyperlink["防空警报的鸣叫长度和间隔时间是不是有什么特殊含义？", "http://www.guokr.com/answer/341633/redirect/"]
350803,2012-09-29,0,0,Hyperlink["在网上看到一篇讲微波炉危害的文章，真的假的。。。", "http://www.guokr.com/answer/350803/redirect/"]
350810,2012-09-29,0,0,Hyperlink["关于软件装在c盘d盘什么的，有什么讲究的吗？", "http://www.guokr.com/answer/350810/redirect/"]
355146,2012-10-08,0,0,Hyperlink["多层路由器怎么组成一个局域网？", "http://www.guokr.com/answer/355146/redirect/"]
355178,2012-10-08,0,0,Hyperlink["如果你的身高缩小至一枚5分硬币大小后被扔进榨汁机，榨汁机的刀片将在60秒内开始运转，你该怎么办？", "http://www.guokr.com/answer/355178/redirect/"]
355246,2012-10-08,0,0,Hyperlink["血红蛋白运送氧的原理是什么？", "http://www.guokr.com/answer/355246/redirect/"]
355248,2012-10-08,0,0,Hyperlink["你小时候做过哪些当时觉得稀松平常现在想起来却很神奇的事情呢？", "http://www.guokr.com/answer/355248/redirect/"]
355253,2012-10-08,0,0,Hyperlink["我本科是电子信息工程，国内一所不错的大学。我讨厌自己写代码，喜欢互联网和跟技术宅呆在一起。自己的特长在于与人沟通观察人，想点子，还有一定的美术基础~~我现在在纠结于转专业读研还是直接工作上，求意见", "http://www.guokr.com/answer/355253/redirect/"]
355276,2012-10-08,0,0,Hyperlink["声音震碎玻璃杯原理", "http://www.guokr.com/answer/355276/redirect/"]
355279,2012-10-08,0,0,Hyperlink["液晶显示器突然整个屏幕变成同一种颜色", "http://www.guokr.com/answer/355279/redirect/"]
355304,2012-10-08,0,0,Hyperlink["家中有几个计算机的太阳能板，它们多大功率？怎么样利用起来呢?", "http://www.guokr.com/answer/355304/redirect/"]
355987,2012-10-09,0,0,Hyperlink["Temple Run 有终点么？在哪儿可以找到这个程序的代码？我猜测没有 谁能提供代码 或者合理解释", "http://www.guokr.com/answer/355987/redirect/"]
359468,2012-10-14,0,0,Hyperlink["电信的网络基站有辐射吗", "http://www.guokr.com/answer/359468/redirect/"]
359469,2012-10-14,0,0,Hyperlink["一个边长10CM的正方体能放到一个边长10CM的正方体洞里头吗？", "http://www.guokr.com/answer/359469/redirect/"]
359679,2012-10-15,0,0,Hyperlink["怎么能让笔记本接收wifi信号能力增强？", "http://www.guokr.com/answer/359679/redirect/"]
360608,2012-10-16,0,0,Hyperlink["求推荐二手笔记本！", "http://www.guokr.com/answer/360608/redirect/"]
364665,2012-10-22,0,0,Hyperlink["繁體系統與簡體驅動的問題", "http://www.guokr.com/answer/364665/redirect/"]
364754,2012-10-22,0,0,Hyperlink["爆震弹是什么东西？有过爆震弹致人死亡的案例吗？", "http://www.guokr.com/answer/364754/redirect/"]
365088,2012-10-22,0,0,Hyperlink["怎样才能设计这种爬坡车？", "http://www.guokr.com/answer/365088/redirect/"]
365748,2012-10-23,0,0,Hyperlink["有没有懂打印机啊？", "http://www.guokr.com/answer/365748/redirect/"]
372250,2012-10-31,0,0,Hyperlink["上联：思思念念暮暮朝朝，心思如絮，任飘渺。该如何对下联？", "http://www.guokr.com/answer/372250/redirect/"]
376123,2012-11-05,0,0,Hyperlink["我的移动硬盘摔了一下后，插在USB接口上，电脑右下角上显示硬盘的图表，但在“我的电脑”里找不到移动硬盘的图标，怎么办呀，硬盘里有好多珍贵的东西", "http://www.guokr.com/answer/376123/redirect/"]
376472,2012-11-05,0,0,Hyperlink["怎么样让PowerPoint制作出prezi的效果？", "http://www.guokr.com/answer/376472/redirect/"]
378027,2012-11-07,0,0,Hyperlink["古代的机关、密室用什么做动力", "http://www.guokr.com/answer/378027/redirect/"]
378049,2012-11-07,0,0,Hyperlink["有木有人知道左边一个丑右边一个女是什么字？谢谢啊", "http://www.guokr.com/answer/378049/redirect/"]
385352,2012-11-15,0,0,Hyperlink["果壳网发布的网站导航网址是什么？", "http://www.guokr.com/answer/385352/redirect/"]
385754,2012-11-15,0,0,Hyperlink["果壳认证的那个标志是什么", "http://www.guokr.com/answer/385754/redirect/"]
399770,2012-12-03,0,0,Hyperlink["各位物理、化学、材料大神过来糗糗这是神马？", "http://www.guokr.com/answer/399770/redirect/"]
415709,2012-12-24,0,0,Hyperlink["大家说说什么书对你的影响最大（除黄书、网络书籍、教科书外）？", "http://www.guokr.com/answer/415709/redirect/"]
418290,2012-12-27,0,0,Hyperlink["有没有汽油燃料电池？", "http://www.guokr.com/answer/418290/redirect/"]
418524,2012-12-27,0,0,Hyperlink["一根香蕉含水量有多少？", "http://www.guokr.com/answer/418524/redirect/"]
423315,2013-01-04,0,0,Hyperlink["冬季怎么防止眼镜起雾？", "http://www.guokr.com/answer/423315/redirect/"]
423375,2013-01-04,0,0,Hyperlink["会感觉肩膀突然被拍！双手拍！", "http://www.guokr.com/answer/423375/redirect/"]
423378,2013-01-04,0,0,Hyperlink["图上这条亮线是哪里？", "http://www.guokr.com/answer/423378/redirect/"]
423385,2013-01-04,0,0,Hyperlink["火车变轨是怎么进行的？", "http://www.guokr.com/answer/423385/redirect/"]
423388,2013-01-04,0,0,Hyperlink["去山区开展公益活动的时候遇到狗怎么办？有没有比较有经验的给支招啊....", "http://www.guokr.com/answer/423388/redirect/"]
423411,2013-01-04,0,0,Hyperlink["有人看维也纳新年音乐会的么？", "http://www.guokr.com/answer/423411/redirect/"]
423575,2013-01-04,0,0,Hyperlink["为什么对果壳有种信仰的感觉？", "http://www.guokr.com/answer/423575/redirect/"]
425894,2013-01-07,0,0,Hyperlink["到底是自行车容易被偷还是摩托车容易被偷呢？为什么感觉丢自行车更加容易呢，明明是摩托车比较贵？", "http://www.guokr.com/answer/425894/redirect/"]
425947,2013-01-07,0,0,Hyperlink["有谁打印过pdf的教材吗？被打印店坑过之后你们是怎么处理渣渣效果的一厚摞书的？", "http://www.guokr.com/answer/425947/redirect/"]
431207,2013-01-14,0,0,Hyperlink["家庭亲子感情纠结，求开解", "http://www.guokr.com/answer/431207/redirect/"]
431474,2013-01-14,0,0,Hyperlink["暖宝宝的工作原理是什么？", "http://www.guokr.com/answer/431474/redirect/"]
436266,2013-01-21,0,0,Hyperlink["fedora18装虚拟机和直接在硬盘上面装系统哪个对笔记本的损害小，哪个运行效果好呢？", "http://www.guokr.com/answer/436266/redirect/"]
436946,2013-01-22,0,0,Hyperlink["发现新版一个BUG~~~~", "http://www.guokr.com/answer/436946/redirect/"]
437020,2013-01-22,0,0,Hyperlink["果壳升级之后分享到豆瓣/微博/人人/……不能用了怎么办？", "http://www.guokr.com/answer/437020/redirect/"]
438412,2013-01-25,0,0,Hyperlink["怪圈圈、同心圆、还带刻度，纵横交错的轨迹，这是干啥用滴？", "http://www.guokr.com/answer/438412/redirect/"]
439252,2013-01-28,0,0,Hyperlink["澳网中，球童为什么戴后面有披风的帽子？", "http://www.guokr.com/answer/439252/redirect/"]
439256,2013-01-28,0,0,Hyperlink["日本决定给核电站周围居民配发碘剂以防不测", "http://www.guokr.com/answer/439256/redirect/"]
440135,2013-01-30,0,0,Hyperlink["我想把卧室墙上挂一个电视或者大屏幕的显示器链接电脑主机箱。然后用无线鼠标和键盘躺床上操作，可行性怎么样？", "http://www.guokr.com/answer/440135/redirect/"]
440138,2013-01-30,0,0,Hyperlink["本人准160吧，男朋友178左右，见男朋友家长，评价是什么都很不错，就是矮了一点，对后代有影响，求大神指导男女身高对后代有多大影响，身高被家长不满意让我这种160左右徘徊的人怎么办啊？", "http://www.guokr.com/answer/440138/redirect/"]
444201,2013-02-08,0,0,Hyperlink["有没有什么防滑诀窍", "http://www.guokr.com/answer/444201/redirect/"]
445369,2013-02-13,0,0,Hyperlink["在低温状态下，例如零下二十度，锂电池是不是会用得特别快？", "http://www.guokr.com/answer/445369/redirect/"]
445378,2013-02-13,0,0,Hyperlink["布什总统名字中间的W是什么意思？", "http://www.guokr.com/answer/445378/redirect/"]
447519,2013-02-18,0,0,Hyperlink["iPhone 4S连接IPv6的Wifi，要怎么设置才能获取IPv6的地址？\n", "http://www.guokr.com/answer/447519/redirect/"]
448456,2013-02-20,0,0,Hyperlink["求一个很久以前玩的射击小游戏···好像是就是第一视角····但是细节模拟很好的··是网页flash····什么轨迹偏移····灰尘···都有·····但是忘记名字了···", "http://www.guokr.com/answer/448456/redirect/"]
448616,2013-02-21,0,0,Hyperlink["请问，这座教堂的名字叫啥？", "http://www.guokr.com/answer/448616/redirect/"]
450532,2013-02-26,0,0,Hyperlink["为什么镜子会颠倒左右但不颠倒上下呢？", "http://www.guokr.com/answer/450532/redirect/"]
450540,2013-02-26,0,0,Hyperlink["汤圆和元宵到底什么区别？据说汤圆是包出来的，元宵是滚出来的，这种说法正确吗？它们哪个来自北方，哪个来自南方？各自喜欢用什么馅？", "http://www.guokr.com/answer/450540/redirect/"]
454052,2013-03-08,0,0,Hyperlink["JJ为什么越撸越小呢？", "http://www.guokr.com/answer/454052/redirect/"]
454074,2013-03-08,0,0,Hyperlink["把文件从桌面拖到文件夹时，文件越大拖起来会越费力吗？", "http://www.guokr.com/answer/454074/redirect/"]
455900,2013-03-13,0,0,Hyperlink["【2013.03.13·静态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/455900/redirect/"]
456817,2013-03-15,0,0,Hyperlink["北京有哪些人不多却好玩的地方么？", "http://www.guokr.com/answer/456817/redirect/"]
