用户：wugui:回答问题(28-05-13),SpanFromLeft
总回答数：174； 总支持数：452； 总反对数：30；平均支持数2.5977；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
221703,2012-06-11,5,1,Hyperlink["救火英雄赖宁的事实是真的去救火还是去山上看热闹？这件事情的真相是什么？", "http://www.guokr.com/answer/221703/redirect/"]
412618,2012-12-19,5,0,Hyperlink["果壳网有哪些你使用过程中不满意的地方？", "http://www.guokr.com/answer/412618/redirect/"]
422920,2013-01-03,5,0,Hyperlink["请问云南那边是不是很低俗?这种低俗视频是怎么传播的.", "http://www.guokr.com/answer/422920/redirect/"]
457232,2013-03-16,5,0,Hyperlink["梯度（百分度）制、角度制和弧度制各有什么优缺点？", "http://www.guokr.com/answer/457232/redirect/"]
480078,2013-05-01,5,0,Hyperlink["GOOGLE 为什么会被逐出中国？", "http://www.guokr.com/answer/480078/redirect/"]
483573,2013-05-08,5,0,Hyperlink["几道图论题，搞不定了，求解答", "http://www.guokr.com/answer/483573/redirect/"]
204149,2012-05-30,4,0,Hyperlink["艾滋病人把血滴到食物里面的传言是真的吗？", "http://www.guokr.com/answer/204149/redirect/"]
266970,2012-07-07,4,0,Hyperlink["什么样的问题才能难倒新郎？", "http://www.guokr.com/answer/266970/redirect/"]
290283,2012-07-24,4,0,Hyperlink["大家觉得女生应该读些什么书好！？", "http://www.guokr.com/answer/290283/redirect/"]
301860,2012-08-04,4,0,Hyperlink["你会隔一段时间回来重新修补你的答案吗？", "http://www.guokr.com/answer/301860/redirect/"]
302085,2012-08-04,4,0,Hyperlink["提问是很好的思考方式，如何提高果壳er们提问的热情？", "http://www.guokr.com/answer/302085/redirect/"]
419213,2012-12-28,4,0,Hyperlink["年底又要各种同学聚会了，你见过的最二的约人信息是啥样？", "http://www.guokr.com/answer/419213/redirect/"]
427108,2013-01-08,4,0,Hyperlink["[来战]哪个领域最容易出民科？出过哪些最奇葩的民科？", "http://www.guokr.com/answer/427108/redirect/"]
435600,2013-01-20,4,0,Hyperlink["有哪些你难忘的游戏里的对白或台词？", "http://www.guokr.com/answer/435600/redirect/"]
247069,2012-06-24,3,0,Hyperlink["说一个人有才华是「才华横溢」，为什么是“横”，而不是“竖”呢？", "http://www.guokr.com/answer/247069/redirect/"]
308014,2012-08-10,3,0,Hyperlink["在一个圆形跑道上画一条起跑线，现在从起跑线的最外端跑一圈到最里端，求最短路径？", "http://www.guokr.com/answer/308014/redirect/"]
358362,2012-10-12,3,0,Hyperlink["有哪些特色食物对本地人来说是美味，对外地人而言是黑暗料理？", "http://www.guokr.com/answer/358362/redirect/"]
391470,2012-11-22,3,0,Hyperlink["每次开门时拿错钥匙，三天内必定会有雨下。这是为什么呢？", "http://www.guokr.com/answer/391470/redirect/"]
391937,2012-11-22,3,0,Hyperlink["已经喝过不少了酒，（生活调理方面）该怎么办？", "http://www.guokr.com/answer/391937/redirect/"]
454114,2013-03-08,3,0,Hyperlink["听豫剧《花木兰》里唱道“许多女英雄，也把功劳建，为国杀敌是代代出英贤。”，请问在花木兰之前，有哪些女英雄，也把功劳建，为国杀敌是代代出英贤？#祝女英雄三八节快乐#", "http://www.guokr.com/answer/454114/redirect/"]
462533,2013-03-29,3,0,Hyperlink["这块巧克力为什么切开后多了一块？", "http://www.guokr.com/answer/462533/redirect/"]
480276,2013-05-02,3,0,Hyperlink["如何在圆内尽可能画最多的圆？", "http://www.guokr.com/answer/480276/redirect/"]
201329,2012-05-28,2,0,Hyperlink["大家说说 GEEK与屌丝滴区别是什么？？", "http://www.guokr.com/answer/201329/redirect/"]
223826,2012-06-12,2,1,Hyperlink["闭着眼睛荡秋千的孩子说，看到蓝色和绿色，为什么？", "http://www.guokr.com/answer/223826/redirect/"]
265366,2012-07-06,2,0,Hyperlink["7月6日国际接吻日，请问在这天宅男们可以到大街上遇到向一个漂亮姑娘求吻吗？", "http://www.guokr.com/answer/265366/redirect/"]
271872,2012-07-11,2,0,Hyperlink["怎么粉碎圆周率等于4这个谬论？", "http://www.guokr.com/answer/271872/redirect/"]
298847,2012-08-01,2,0,Hyperlink["为什么一个见到他就想笑？", "http://www.guokr.com/answer/298847/redirect/"]
343125,2012-09-20,2,0,Hyperlink["如何使果壳问答的提问有水准？", "http://www.guokr.com/answer/343125/redirect/"]
412630,2012-12-19,2,0,Hyperlink["一个空的瓶子和一个装满水的瓶子落地时哪个易碎？（假设是两个一样的瓶子）", "http://www.guokr.com/answer/412630/redirect/"]
439336,2013-01-28,2,0,Hyperlink["地球上所有的陆地可以拼成一只鸡，还可能拼成别的动物吗？有案例吗？", "http://www.guokr.com/answer/439336/redirect/"]
451611,2013-03-01,2,0,Hyperlink["【谁来一战·2013.03.01】一张图你能问出什么好问题？", "http://www.guokr.com/answer/451611/redirect/"]
453496,2013-03-06,2,0,Hyperlink["【2013.03.06·动态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/453496/redirect/"]
462531,2013-03-29,2,0,Hyperlink["围脖上最近讨论比较多的巧克力切割问题，想知道按照切割的图片哪里错了？为什么会多一块出来？", "http://www.guokr.com/answer/462531/redirect/"]
464644,2013-04-03,2,0,Hyperlink["为什么同样是小时候喝AD钙奶的孩子，长大后，小红成了A奶，小欣成了D奶，可小明却成了钙？", "http://www.guokr.com/answer/464644/redirect/"]
202499,2012-05-28,1,0,Hyperlink["文科男如何推倒一个学理工科的妹子？", "http://www.guokr.com/answer/202499/redirect/"]
207943,2012-06-01,1,7,Hyperlink["陈景润是怎么证明1+1=2的？", "http://www.guokr.com/answer/207943/redirect/"]
208812,2012-06-02,1,0,Hyperlink["拉磨的驴为什么要蒙着脸？", "http://www.guokr.com/answer/208812/redirect/"]
208923,2012-06-02,1,0,Hyperlink["小时候，大人跟我们说不要玩水，不要坐地上，受凉了会感冒，其实是骗我们的吧？", "http://www.guokr.com/answer/208923/redirect/"]
218002,2012-06-08,1,0,Hyperlink["有没有人和我一样觉得“10的23次方”这种读法真啰唆？", "http://www.guokr.com/answer/218002/redirect/"]
225639,2012-06-13,1,0,Hyperlink["失主为什么要投诉拾金不昧后收酬的服务员呢？", "http://www.guokr.com/answer/225639/redirect/"]
253800,2012-06-27,1,0,Hyperlink["群体内某两人同天生日的可能性大于50%，这个群体至少应该包括几个人？", "http://www.guokr.com/answer/253800/redirect/"]
294647,2012-07-28,1,0,Hyperlink["为什么和尚要自称“贫僧”，而不是富僧，或僧人呢？", "http://www.guokr.com/answer/294647/redirect/"]
295731,2012-07-29,1,0,Hyperlink["坐标系中一条线，这条线上一个点，想要抠去怎么办？", "http://www.guokr.com/answer/295731/redirect/"]
295870,2012-07-29,1,0,Hyperlink["我们现在的歌曲是在退步还是在进步？", "http://www.guokr.com/answer/295870/redirect/"]
304020,2012-08-06,1,0,Hyperlink["如果地球的自传和公转方向反转，会有什么后果？？", "http://www.guokr.com/answer/304020/redirect/"]
304055,2012-08-06,1,0,Hyperlink["图中有没有正方形？", "http://www.guokr.com/answer/304055/redirect/"]
305990,2012-08-08,1,0,Hyperlink["父母理解孩子还是孩子理解父母更困难？", "http://www.guokr.com/answer/305990/redirect/"]
307559,2012-08-10,1,0,Hyperlink["我听说的一件事，我希望看一下大家的看法？(非科学问题，但有关于校园的黑暗）", "http://www.guokr.com/answer/307559/redirect/"]
307808,2012-08-10,1,0,Hyperlink["一个初中生看了一些有关相对论的书之后的胡思乱想，这些可能发生吗？", "http://www.guokr.com/answer/307808/redirect/"]
313466,2012-08-15,1,0,Hyperlink["怎样更有效率地阅读电脑上的电子书？（最好不打印……）", "http://www.guokr.com/answer/313466/redirect/"]
315722,2012-08-17,1,0,Hyperlink["为什么回答这个测试题的答案和他给出的答案惊人的相似？", "http://www.guokr.com/answer/315722/redirect/"]
316549,2012-08-18,1,0,Hyperlink["男女看情色电影的感受是不是真的不一样？", "http://www.guokr.com/answer/316549/redirect/"]
360768,2012-10-16,1,0,Hyperlink["“XX，你怎么看”这个句式是什么啊？怎么流行的？", "http://www.guokr.com/answer/360768/redirect/"]
395624,2012-11-27,1,0,Hyperlink["如何给不懂科学的爷爷奶奶讲解“什么是可证伪性”，并清楚解释可证伪性为什么很重要？", "http://www.guokr.com/answer/395624/redirect/"]
409338,2012-12-15,1,0,Hyperlink["果壳都有哪些喵星人和汪星人？", "http://www.guokr.com/answer/409338/redirect/"]
422859,2013-01-03,1,0,Hyperlink["网上流传的一脚印图片，为什么有人看到凹有人看到凸", "http://www.guokr.com/answer/422859/redirect/"]
424431,2013-01-05,1,0,Hyperlink["是什么决定了一个人会不会看3D图？", "http://www.guokr.com/answer/424431/redirect/"]
450573,2013-02-26,1,0,Hyperlink["【谁来一战·2013.02.26】一张图你能问出什么好问题？", "http://www.guokr.com/answer/450573/redirect/"]
452775,2013-03-05,1,0,Hyperlink["【2013.03.04·动态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/452775/redirect/"]
456382,2013-03-14,1,0,Hyperlink["【2013.03.13·静态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/456382/redirect/"]
457221,2013-03-16,1,0,Hyperlink["【2013.03.15·动态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/457221/redirect/"]
461303,2013-03-26,1,0,Hyperlink["“哥们儿”和“哥儿们”哪个更符合北京话的发音？北京话“儿话音”的发音有什么规则？", "http://www.guokr.com/answer/461303/redirect/"]
462859,2013-03-30,1,0,Hyperlink["今晚吃的是糯米饭，于是产生了一个疑问，糯米为什么糯？", "http://www.guokr.com/answer/462859/redirect/"]
470856,2013-04-15,1,0,Hyperlink["欧拉和高斯之间差了几个伯努利？ ", "http://www.guokr.com/answer/470856/redirect/"]
473543,2013-04-20,1,0,Hyperlink["kindle用起来怎么样？买个电子书过不过时？", "http://www.guokr.com/answer/473543/redirect/"]
477844,2013-04-27,1,0,Hyperlink["谁能告诉我，把QQ称作“丘丘”是什么地方的方言？", "http://www.guokr.com/answer/477844/redirect/"]
479292,2013-04-30,1,0,Hyperlink["画星星的时候怎么都把星星画成五角星状？", "http://www.guokr.com/answer/479292/redirect/"]
196352,2012-05-23,0,0,Hyperlink["这个植物叫什么？", "http://www.guokr.com/answer/196352/redirect/"]
196357,2012-05-23,0,0,Hyperlink["房子里头有三个近三十的阿姨互相对着卖萌，我该怎么办？", "http://www.guokr.com/answer/196357/redirect/"]
198197,2012-05-25,0,0,Hyperlink["在辩论赛上如何反对同性恋婚姻合法化？", "http://www.guokr.com/answer/198197/redirect/"]
201352,2012-05-28,0,0,Hyperlink["如何克服童年父母不正确的教育方式给自己带来的阴影？", "http://www.guokr.com/answer/201352/redirect/"]
201355,2012-05-28,0,0,Hyperlink["发烧了可以用捂被子法退烧吗？", "http://www.guokr.com/answer/201355/redirect/"]
204110,2012-05-30,0,0,Hyperlink["为啥有人给孩子取名这么简单呢？", "http://www.guokr.com/answer/204110/redirect/"]
205427,2012-05-30,0,0,Hyperlink["“精子营养之谜---人类为什么不能纵欲的原因”这篇文章有哪些不科学之处？", "http://www.guokr.com/answer/205427/redirect/"]
209225,2012-06-03,0,0,Hyperlink["人存不存在自由意志？", "http://www.guokr.com/answer/209225/redirect/"]
211294,2012-06-04,0,0,Hyperlink["乌龟，人参等所谓补品到底补不补？人常说某种食物有营养，所谓的营养是指什么？可靠吗？", "http://www.guokr.com/answer/211294/redirect/"]
212874,2012-06-05,0,0,Hyperlink["如何用数学方法预测出本届欧洲杯的冠军？", "http://www.guokr.com/answer/212874/redirect/"]
217996,2012-06-08,0,0,Hyperlink["那些年大家高考数学之后都有哪些”捶胸顿足“？", "http://www.guokr.com/answer/217996/redirect/"]
218053,2012-06-09,0,0,Hyperlink["整数n的值为多少？", "http://www.guokr.com/answer/218053/redirect/"]
218722,2012-06-09,0,0,Hyperlink["脸盲症者如何在聚会中得体地打招呼？", "http://www.guokr.com/answer/218722/redirect/"]
218742,2012-06-09,0,0,Hyperlink["男生是不是都会有生一窝孩子的幻想?", "http://www.guokr.com/answer/218742/redirect/"]
226384,2012-06-13,0,0,Hyperlink["怎样劝说伴侣去做家务？", "http://www.guokr.com/answer/226384/redirect/"]
242513,2012-06-21,0,0,Hyperlink["乌龟会叫吗？", "http://www.guokr.com/answer/242513/redirect/"]
247820,2012-06-24,0,0,Hyperlink["几个直男深受基文化影响。。。你们如何分析这群直男的各种活动？还有你们有什么话要说？", "http://www.guokr.com/answer/247820/redirect/"]
264921,2012-07-05,0,0,Hyperlink["水果的形状为什么大多数是圆的？", "http://www.guokr.com/answer/264921/redirect/"]
265017,2012-07-05,0,0,Hyperlink["克莱因瓶有什么了不起的？", "http://www.guokr.com/answer/265017/redirect/"]
265307,2012-07-06,0,0,Hyperlink["用进化论回答问题很简单。这种简单是美还是粗暴？", "http://www.guokr.com/answer/265307/redirect/"]
265313,2012-07-06,0,0,Hyperlink["可能存在基因一模一样的两个人吗？", "http://www.guokr.com/answer/265313/redirect/"]
265367,2012-07-06,0,0,Hyperlink["怎样防止黑蚂蚁爬进蜂蜜罐？", "http://www.guokr.com/answer/265367/redirect/"]
267639,2012-07-08,0,0,Hyperlink["自助取餐会不会有的食物一直被剩下", "http://www.guokr.com/answer/267639/redirect/"]
267651,2012-07-08,0,0,Hyperlink["数学本质是什么？终极目标？", "http://www.guokr.com/answer/267651/redirect/"]
268125,2012-07-08,0,0,Hyperlink["被知道一番话是心理暗示之后，暗示对那个人还会不会起作用？", "http://www.guokr.com/answer/268125/redirect/"]
271886,2012-07-11,0,0,Hyperlink["如何驳斥读书无用论？", "http://www.guokr.com/answer/271886/redirect/"]
275979,2012-07-14,0,1,Hyperlink["男人有了规律性生活之后会发胖？", "http://www.guokr.com/answer/275979/redirect/"]
279992,2012-07-18,0,0,Hyperlink["抛开充分和药效不谈，三伏贴有事实上的安慰作用嘛？", "http://www.guokr.com/answer/279992/redirect/"]
283821,2012-07-21,0,0,Hyperlink["大家早上都是怎么醒的？被尿憋醒的有多少？", "http://www.guokr.com/answer/283821/redirect/"]
289596,2012-07-24,0,0,Hyperlink["果壳问答的“同问”改成「关注」了，且可以「取消关注」，你觉得体验如何？", "http://www.guokr.com/answer/289596/redirect/"]
290243,2012-07-24,0,0,Hyperlink["为什么古装剧里女扮男装的人辫子一掉下来大家就知道她是女的了，男的掉下来不也一样吗？", "http://www.guokr.com/answer/290243/redirect/"]
291365,2012-07-25,0,0,Hyperlink["他的心为什么这么狠？", "http://www.guokr.com/answer/291365/redirect/"]
295740,2012-07-29,0,0,Hyperlink["火车票的合理分配？", "http://www.guokr.com/answer/295740/redirect/"]
296073,2012-07-30,0,0,Hyperlink["将女人（男人）称作女生、女孩（男生、男孩）这种现象是如何产生的？", "http://www.guokr.com/answer/296073/redirect/"]
297000,2012-07-30,0,0,Hyperlink["为什么照相时会不知道把手放到哪里？", "http://www.guokr.com/answer/297000/redirect/"]
297877,2012-07-31,0,0,Hyperlink["举重分级到底有什么数学规律？", "http://www.guokr.com/answer/297877/redirect/"]
300303,2012-08-02,0,0,Hyperlink["为什么感觉别人的胳膊比自己的胳膊重？", "http://www.guokr.com/answer/300303/redirect/"]
300315,2012-08-02,0,0,Hyperlink["如何说服2G用户开始使用3G和智能手机？", "http://www.guokr.com/answer/300315/redirect/"]
301023,2012-08-03,0,0,Hyperlink["一个箱子里放着几顶帽子，除两顶以外都是红的，除两顶以外都是蓝的，除两顶以外都是黄的。箱子里一共有多顶", "http://www.guokr.com/answer/301023/redirect/"]
301816,2012-08-04,0,0,Hyperlink["理科生与文科生应如何协调配合才能共创美好世界？", "http://www.guokr.com/answer/301816/redirect/"]
301844,2012-08-04,0,0,Hyperlink["路边有一颗苹果树，怎样让它结的果子更大？", "http://www.guokr.com/answer/301844/redirect/"]
301887,2012-08-04,0,0,Hyperlink["寝室断电后拿什么给台灯供电啊？", "http://www.guokr.com/answer/301887/redirect/"]
304714,2012-08-07,0,0,Hyperlink["一副扑克牌的混乱程度如何度量？", "http://www.guokr.com/answer/304714/redirect/"]
306272,2012-08-08,0,0,Hyperlink["【投票向】旧图——你第一眼看到她往哪个方向旋转？", "http://www.guokr.com/answer/306272/redirect/"]
306685,2012-08-09,0,0,Hyperlink["知识的更新速度可能比人类学习的速度还快么？", "http://www.guokr.com/answer/306685/redirect/"]
307060,2012-08-09,0,0,Hyperlink["毁段子有什么技巧？小白如何成长为职业毁段子选手？", "http://www.guokr.com/answer/307060/redirect/"]
307099,2012-08-09,0,0,Hyperlink["一般人是单连通的吗？", "http://www.guokr.com/answer/307099/redirect/"]
307352,2012-08-09,0,0,Hyperlink["男生为啥不喜欢拿个随身包包？", "http://www.guokr.com/answer/307352/redirect/"]
307926,2012-08-10,0,0,Hyperlink["炒肉如何才比较嫩?", "http://www.guokr.com/answer/307926/redirect/"]
309195,2012-08-11,0,0,Hyperlink["胖子喝凉水都长肉？", "http://www.guokr.com/answer/309195/redirect/"]
309420,2012-08-11,0,0,Hyperlink["石头丢进河里可以测出水深？", "http://www.guokr.com/answer/309420/redirect/"]
312424,2012-08-14,0,0,Hyperlink["下雨为什么要跑？", "http://www.guokr.com/answer/312424/redirect/"]
314534,2012-08-16,0,0,Hyperlink["电影情书，4分47秒处电影的名字是什么啊？", "http://www.guokr.com/answer/314534/redirect/"]
314538,2012-08-16,0,0,Hyperlink["为什么我觉得好事没有发生之前，一定不能跟别人讲不然就没了", "http://www.guokr.com/answer/314538/redirect/"]
315726,2012-08-17,0,0,Hyperlink["秒到分钟为何是六十进制？", "http://www.guokr.com/answer/315726/redirect/"]
354027,2012-10-05,0,0,Hyperlink["香和臭哪个更持久？", "http://www.guokr.com/answer/354027/redirect/"]
359150,2012-10-14,0,0,Hyperlink["若对于多项式P(x)大于等于0，是否P(x)=0只可能有一个实根？", "http://www.guokr.com/answer/359150/redirect/"]
359212,2012-10-14,0,0,Hyperlink["『求救』为什么北京人学不会入声？", "http://www.guokr.com/answer/359212/redirect/"]
360132,2012-10-15,0,0,Hyperlink["如果适者生存这个自然定律是成立的话，生存力最好的是小强，会不会人类最终会向着小强的方向去演变？", "http://www.guokr.com/answer/360132/redirect/"]
372744,2012-10-31,0,0,Hyperlink["努比亚是什么？", "http://www.guokr.com/answer/372744/redirect/"]
375794,2012-11-04,0,0,Hyperlink["人类之间为什么总会有裂隙？", "http://www.guokr.com/answer/375794/redirect/"]
385554,2012-11-15,0,0,Hyperlink["在和上司的遭遇战中，哪些人对你影响至深？他们又是怎样影响你的？你又是怎样和上司相处的？", "http://www.guokr.com/answer/385554/redirect/"]
388030,2012-11-18,0,0,Hyperlink["果壳为什么不支持讨论的文件上传下载？（PS：比如程序代码等等）", "http://www.guokr.com/answer/388030/redirect/"]
389306,2012-11-19,0,0,Hyperlink["数量多而密就会恐惧吗？不一定，一堆沙子就不会恐惧，满足什么条件才会密集恐惧呢？", "http://www.guokr.com/answer/389306/redirect/"]
391195,2012-11-21,0,0,Hyperlink["5的0次方等于1我是知道的。但为什么5的2次方，我们可以说有2个5相乘，2个5相乘是25。没问题，同理5的0次方，我们就可以说0个5相乘，但0个5相乘就应该是0了，那怎么5的0次方等于1的？", "http://www.guokr.com/answer/391195/redirect/"]
392445,2012-11-23,0,0,Hyperlink["为什么越来越多人会刷微博去表达自己的心情？从一个人的微博内容中我们都可以发掘出哪些信息？", "http://www.guokr.com/answer/392445/redirect/"]
395132,2012-11-26,0,0,Hyperlink["怎样说服自己的性伴侣在做爱时戴安全套又不让他产生误会？", "http://www.guokr.com/answer/395132/redirect/"]
401678,2012-12-05,0,2,Hyperlink["年轻人给抱小孩的让座很高尚吗？我该不该心里不舒服呢？", "http://www.guokr.com/answer/401678/redirect/"]
403924,2012-12-08,0,0,Hyperlink["合租水电费如何分摊比较合理", "http://www.guokr.com/answer/403924/redirect/"]
404879,2012-12-09,0,0,Hyperlink["请问大家对政治学（不是政治）有什么想问的嘛？", "http://www.guokr.com/answer/404879/redirect/"]
405480,2012-12-10,0,0,Hyperlink["这是哪种蜘蛛？有毒吗？", "http://www.guokr.com/answer/405480/redirect/"]
405690,2012-12-10,0,0,Hyperlink["有64匹马，每次挑8匹比赛一次，能否在五十次比赛后决出它们的所有名次", "http://www.guokr.com/answer/405690/redirect/"]
409935,2012-12-16,0,0,Hyperlink["看完《百年孤独》，给你最大的启发/感想是什么？", "http://www.guokr.com/answer/409935/redirect/"]
411936,2012-12-18,0,0,Hyperlink["有哪些词正着读和倒着读含义差别很大呢", "http://www.guokr.com/answer/411936/redirect/"]
417843,2012-12-27,0,0,Hyperlink["我现在见到一个人，就发现他/她跟我以前认识的某个人长得很像。这算是一种什么能力？", "http://www.guokr.com/answer/417843/redirect/"]
419166,2012-12-28,0,0,Hyperlink["中文里到底有多少种说“我”的方式？", "http://www.guokr.com/answer/419166/redirect/"]
420118,2012-12-29,0,0,Hyperlink["当你的记忆全都消失时，你还是谁呢？", "http://www.guokr.com/answer/420118/redirect/"]
425354,2013-01-06,0,6,Hyperlink["如何凭借图片有效区分小熊猫与浣熊？", "http://www.guokr.com/answer/425354/redirect/"]
427275,2013-01-08,0,0,Hyperlink["人人上那个小黄鸡是怎么实现的？", "http://www.guokr.com/answer/427275/redirect/"]
451011,2013-02-27,0,0,Hyperlink["【谁来一战·2013.02.27】一张图你能问出什么好问题？", "http://www.guokr.com/answer/451011/redirect/"]
452032,2013-03-02,0,0,Hyperlink["【2013.03.02·静态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/452032/redirect/"]
452039,2013-03-02,0,0,Hyperlink["【2013.03.02·动态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/452039/redirect/"]
452773,2013-03-05,0,0,Hyperlink["【2013.03.04·静态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/452773/redirect/"]
453857,2013-03-07,0,0,Hyperlink["【2013.03.07·静态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/453857/redirect/"]
453859,2013-03-07,0,0,Hyperlink["【2013.03.07·动态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/453859/redirect/"]
456379,2013-03-14,0,0,Hyperlink["【2013.03.14·静态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/456379/redirect/"]
456384,2013-03-14,0,0,Hyperlink["【2013.03.13·动态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/456384/redirect/"]
457217,2013-03-16,0,0,Hyperlink["【2013.03.15·静态图模式】一张图你能问出什么好问题？", "http://www.guokr.com/answer/457217/redirect/"]
457233,2013-03-16,0,0,Hyperlink["一个普通的骰子，两眼最多能看到几个面？", "http://www.guokr.com/answer/457233/redirect/"]
458447,2013-03-19,0,0,Hyperlink["今天上午想出一个特别好的问题想问果壳问答，可是晚上回到家却怎么也想不起来了，怎么才能想起来呀？", "http://www.guokr.com/answer/458447/redirect/"]
470054,2013-04-14,0,0,Hyperlink["这是个神马品种？", "http://www.guokr.com/answer/470054/redirect/"]
