用户：tangcubibi:回答问题(27-05-13),SpanFromLeft
总回答数：138； 总支持数：188； 总反对数：11；平均支持数1.36232；,SpanFromLeft
Answer ID,Post Date,Vote-up,Vote-down,Title
412546,2012-12-19,2,0,Hyperlink["各大媒体官微皮皮时光机早九点晚十二点发的名人名言，都是哪里来的啊？有现成的资料包吗？怎么避免跟别的官微撞车和自我重复啊？", "http://www.guokr.com/answer/412546/redirect/"]
415160,2012-12-23,2,3,Hyperlink["为什么刮痧那么流行？刮痧到底对我们人体会有什么好处？\n疏通经脉？", "http://www.guokr.com/answer/415160/redirect/"]
415175,2012-12-23,2,0,Hyperlink["如何浅显易懂地解释自由度的意义（作用）？", "http://www.guokr.com/answer/415175/redirect/"]
415576,2012-12-24,2,0,Hyperlink["为什么电池正-正极相连、负-负相连会瞬间没电？", "http://www.guokr.com/answer/415576/redirect/"]
427771,2013-01-09,2,0,Hyperlink["热水壶木塞上面盖着的那层金属是用来干嘛的？", "http://www.guokr.com/answer/427771/redirect/"]
429260,2013-01-11,2,0,Hyperlink["现实中会有医生血淋淋地冲出产房问家属“保大人还是保孩子”这种电视剧场面发生吗？", "http://www.guokr.com/answer/429260/redirect/"]
433030,2013-01-16,2,0,Hyperlink["蜘蛛是根据什么决定铺设蜘蛛网的位置的?", "http://www.guokr.com/answer/433030/redirect/"]
436975,2013-01-22,2,0,Hyperlink["有没人觉得果壳新版上线后速度流畅了很多很多啊？", "http://www.guokr.com/answer/436975/redirect/"]
438393,2013-01-25,2,0,Hyperlink["为什么大家现在不怎么喜欢玩人人（校内）了？", "http://www.guokr.com/answer/438393/redirect/"]
439802,2013-01-29,2,0,Hyperlink["动物为什么不怕冷，为什么保暖方面人是退化的呢？", "http://www.guokr.com/answer/439802/redirect/"]
440189,2013-01-30,2,0,Hyperlink["快回家了，科学青年给爸妈买点什么东西好呢？", "http://www.guokr.com/answer/440189/redirect/"]
440270,2013-01-30,2,0,Hyperlink["为什么以前的电视没有信号的时候是雪花而不是其他的东西？", "http://www.guokr.com/answer/440270/redirect/"]
472030,2013-04-17,2,0,Hyperlink["恐龙会不会游泳？", "http://www.guokr.com/answer/472030/redirect/"]
382856,2012-11-12,1,0,Hyperlink["理论上来说，进入人眼的光线包含无数信息。为什么我们不能记录这些所有进入我们双眼的光线", "http://www.guokr.com/answer/382856/redirect/"]
384585,2012-11-14,1,0,Hyperlink["物理考研问题", "http://www.guokr.com/answer/384585/redirect/"]
384615,2012-11-14,1,0,Hyperlink["大学学了四年的专业到底在求职时给我们带来了什么？", "http://www.guokr.com/answer/384615/redirect/"]
385737,2012-11-15,1,0,Hyperlink["绝对零度是永远不可能达到的吗？", "http://www.guokr.com/answer/385737/redirect/"]
391813,2012-11-22,1,0,Hyperlink["外太空的背景为什么呈蓝紫色？", "http://www.guokr.com/answer/391813/redirect/"]
391936,2012-11-22,1,0,Hyperlink["今天感恩节，还没吃过真火鸡呢，各路青年来给描述下什么味道呀？", "http://www.guokr.com/answer/391936/redirect/"]
413957,2012-12-21,1,0,Hyperlink["不起眼却非常实用的发明有哪些？", "http://www.guokr.com/answer/413957/redirect/"]
416596,2012-12-25,1,0,Hyperlink["你在果壳问答见过的最好玩的3个问题是什么？", "http://www.guokr.com/answer/416596/redirect/"]
425053,2013-01-06,1,0,Hyperlink["都说养猫乐趣多，可天底下没有只有乐趣无痛苦的事情，如果下决心养猫，需要面对哪些让人烦躁、抓狂的事情？", "http://www.guokr.com/answer/425053/redirect/"]
427819,2013-01-09,1,0,Hyperlink["为什么狗会改不了吃屎？", "http://www.guokr.com/answer/427819/redirect/"]
427845,2013-01-09,1,0,Hyperlink["狗为什么改不了吃屎？ ", "http://www.guokr.com/answer/427845/redirect/"]
428721,2013-01-10,1,0,Hyperlink["憋尿的极限时间是多少？", "http://www.guokr.com/answer/428721/redirect/"]
429449,2013-01-11,1,0,Hyperlink["三星推出“软屏幕”，可以像纸一样弯曲折叠，这是怎么做到的？", "http://www.guokr.com/answer/429449/redirect/"]
432065,2013-01-15,1,0,Hyperlink["现在的空气质量该如何改善？只能靠刮大风吗？", "http://www.guokr.com/answer/432065/redirect/"]
432250,2013-01-15,1,0,Hyperlink["为什么国外的孩纸一岁以后就开始喝普通牛奶了呢？配方奶粉真的比普通牛奶好吗？好在哪里？", "http://www.guokr.com/answer/432250/redirect/"]
434695,2013-01-18,1,0,Hyperlink["吃米线真的会变智障吗？为什么会有这种传言？", "http://www.guokr.com/answer/434695/redirect/"]
437524,2013-01-23,1,0,Hyperlink["不得不熬夜时，如何调节自己的饮食和作息保障健康？", "http://www.guokr.com/answer/437524/redirect/"]
439824,2013-01-29,1,0,Hyperlink["小行星是怎样命名的？", "http://www.guokr.com/answer/439824/redirect/"]
439949,2013-01-29,1,0,Hyperlink["蜗牛有多少牙齿，怎么数？", "http://www.guokr.com/answer/439949/redirect/"]
440271,2013-01-30,1,0,Hyperlink["为什么人们愿意在咖啡厅里喝咖啡上网，而不愿意在家里做相同的事？", "http://www.guokr.com/answer/440271/redirect/"]
440333,2013-01-30,1,0,Hyperlink["海龟在海里是用肛门呼吸的吗？", "http://www.guokr.com/answer/440333/redirect/"]
441285,2013-02-01,1,0,Hyperlink["为什么多啦A梦没有耳朵？", "http://www.guokr.com/answer/441285/redirect/"]
466777,2013-04-07,1,0,Hyperlink["说薪资的时候，数字和文字给人的感觉为何不同？", "http://www.guokr.com/answer/466777/redirect/"]
379027,2012-11-08,0,0,Hyperlink["为什么几个固定搭配的音符组合在一起就会很好听？", "http://www.guokr.com/answer/379027/redirect/"]
382568,2012-11-12,0,0,Hyperlink["为什么会有三种原色色光？它们为什么能组合成其他颜色呢？", "http://www.guokr.com/answer/382568/redirect/"]
382693,2012-11-12,0,0,Hyperlink["有哪些方法得到纠缠的光子", "http://www.guokr.com/answer/382693/redirect/"]
382823,2012-11-12,0,0,Hyperlink["物理学中是如何描述这个现象的，能量（或者物体）总是会从位置更高的地方流向位置更低的地方， 并且，在位置更低的地方能够维持相对稳定的状态？", "http://www.guokr.com/answer/382823/redirect/"]
382922,2012-11-12,0,0,Hyperlink["果壳的ID是什么呀，数字？还是名字？", "http://www.guokr.com/answer/382922/redirect/"]
383375,2012-11-13,0,0,Hyperlink["为什么扣完鼻屎后，很多人会选择看一下后再扔掉？就向为什么抽完鼻涕后，很多人也喜欢打开纸张看一下再扔掉？", "http://www.guokr.com/answer/383375/redirect/"]
384625,2012-11-14,0,0,Hyperlink["奥巴马在校期间2.6GPA，算是好学生吗？", "http://www.guokr.com/answer/384625/redirect/"]
384781,2012-11-14,0,0,Hyperlink["煮完面的水可以喝吗？跟开水有什么不同？", "http://www.guokr.com/answer/384781/redirect/"]
384845,2012-11-14,0,0,Hyperlink["物理学专业是什么样的？", "http://www.guokr.com/answer/384845/redirect/"]
384904,2012-11-14,0,0,Hyperlink["在物理学中如何处理数据以减小误差？", "http://www.guokr.com/answer/384904/redirect/"]
384924,2012-11-14,0,0,Hyperlink["如何计算太阳能电池板最佳倾角？", "http://www.guokr.com/answer/384924/redirect/"]
385459,2012-11-15,0,0,Hyperlink["我有个台灯，碰一下金属外壳就可以开和关。什么原理？", "http://www.guokr.com/answer/385459/redirect/"]
385684,2012-11-15,0,0,Hyperlink["我是学光学的，有同道中人咩？", "http://www.guokr.com/answer/385684/redirect/"]
385745,2012-11-15,0,0,Hyperlink["波函数的统计诠释是怎么推导的？就是那个波函数的模是概率。", "http://www.guokr.com/answer/385745/redirect/"]
385753,2012-11-15,0,0,Hyperlink["为什么说法语是世界上最严谨的语言?", "http://www.guokr.com/answer/385753/redirect/"]
385783,2012-11-15,0,0,Hyperlink["量子论中的定域是什么意思？", "http://www.guokr.com/answer/385783/redirect/"]
385793,2012-11-15,0,0,Hyperlink["量子叠加态的意义是什么？", "http://www.guokr.com/answer/385793/redirect/"]
388677,2012-11-19,0,0,Hyperlink["为什么心情郁闷的时候丢钱不心痛？", "http://www.guokr.com/answer/388677/redirect/"]
388706,2012-11-19,0,0,Hyperlink["眼镜真的越贵越好吗？", "http://www.guokr.com/answer/388706/redirect/"]
388933,2012-11-19,0,0,Hyperlink["有哪些物理学著作与网站做的比较好的网站值得推荐？", "http://www.guokr.com/answer/388933/redirect/"]
390610,2012-11-21,0,0,Hyperlink["为什么倒梯形容器中液体对其底部的压力大于液体与容器整体对桌面的压力？", "http://www.guokr.com/answer/390610/redirect/"]
390617,2012-11-21,0,0,Hyperlink["为什么地球到太阳的平均距离等于椭圆轨道的半长轴", "http://www.guokr.com/answer/390617/redirect/"]
391922,2012-11-22,0,0,Hyperlink["玻璃为什么是透明的？", "http://www.guokr.com/answer/391922/redirect/"]
394525,2012-11-26,0,0,Hyperlink["为什么我在生活中总是“处处碰壁”，就是说会很容易的碰到或者撞上门啊，桌椅啊，墙壁啊，转角处啊，其他人也有这样的情况吗？", "http://www.guokr.com/answer/394525/redirect/"]
405402,2012-12-10,0,0,Hyperlink["见过一个冰箱妙用的帖子，说把兔毛衣服放到冰箱里就会防止掉毛，是真的吗？", "http://www.guokr.com/answer/405402/redirect/"]
406350,2012-12-11,0,0,Hyperlink["为什么看病都挑早上？", "http://www.guokr.com/answer/406350/redirect/"]
410627,2012-12-17,0,0,Hyperlink["为什么人类习惯在操场上逆时针跑呢？", "http://www.guokr.com/answer/410627/redirect/"]
411727,2012-12-18,0,0,Hyperlink["来大姨妈能吃红枣否？", "http://www.guokr.com/answer/411727/redirect/"]
412413,2012-12-19,0,0,Hyperlink["饮酒后，酒精对人体的影响能持续多久？是否有比较简单易行的方法减少或者加速消除这种影响？", "http://www.guokr.com/answer/412413/redirect/"]
413934,2012-12-21,0,0,Hyperlink["满族的旗头有何讲究？", "http://www.guokr.com/answer/413934/redirect/"]
413951,2012-12-21,0,0,Hyperlink["GDP有哪些计算方法？", "http://www.guokr.com/answer/413951/redirect/"]
413981,2012-12-21,0,0,Hyperlink["猫是不会游泳的吗？", "http://www.guokr.com/answer/413981/redirect/"]
414023,2012-12-21,0,0,Hyperlink["推荐几种实用的下载视频的方法？ ", "http://www.guokr.com/answer/414023/redirect/"]
414031,2012-12-21,0,0,Hyperlink["为什么加利福尼亚有这么多张选举人票？", "http://www.guokr.com/answer/414031/redirect/"]
414080,2012-12-21,0,0,Hyperlink["示波管与量子力学冲突？", "http://www.guokr.com/answer/414080/redirect/"]
415150,2012-12-23,0,0,Hyperlink["西洋乐器架子鼓中的铜钹和中国传统的锣是同源的么？", "http://www.guokr.com/answer/415150/redirect/"]
416227,2012-12-25,0,0,Hyperlink["麻筋是什么？", "http://www.guokr.com/answer/416227/redirect/"]
416403,2012-12-25,0,0,Hyperlink["为了腋毛，阴毛会一直保持一个相对恒定的长度？", "http://www.guokr.com/answer/416403/redirect/"]
416414,2012-12-25,0,0,Hyperlink["大象会亲吻吗?公象的大象牙会不会戳到母象?", "http://www.guokr.com/answer/416414/redirect/"]
416446,2012-12-25,0,0,Hyperlink["大象用鼻子喝水会有鼻屎的味道吗？", "http://www.guokr.com/answer/416446/redirect/"]
416450,2012-12-25,0,0,Hyperlink["大象喝水有鼻屎味道么？", "http://www.guokr.com/answer/416450/redirect/"]
416631,2012-12-25,0,0,Hyperlink["学美术的人为什么一定要去那些固定的景区写生呢？", "http://www.guokr.com/answer/416631/redirect/"]
417142,2012-12-26,0,0,Hyperlink["为什么紫薯煮出来的水是诡异的墨绿色？", "http://www.guokr.com/answer/417142/redirect/"]
423494,2013-01-04,0,0,Hyperlink["为什么感冒流鼻涕一般都是一个鼻孔流另一个不流？交替轮换。。。", "http://www.guokr.com/answer/423494/redirect/"]
424174,2013-01-05,0,0,Hyperlink["有很多长度单位是以人体部位为依据的，比如最近很红的（尺度部长的那个）“庹”就是成人两臂左右平伸的长度。那么，除了庹之外，还有那些人体部位和长度有关呢？", "http://www.guokr.com/answer/424174/redirect/"]
424180,2013-01-05,0,0,Hyperlink["为什么吃饱饭之后容易困？", "http://www.guokr.com/answer/424180/redirect/"]
424273,2013-01-05,0,0,Hyperlink[" 蛇为什么没有腿？", "http://www.guokr.com/answer/424273/redirect/"]
424459,2013-01-05,0,2,Hyperlink["中成药在中国上市都需要什么步骤?  有没有经过严格检验? ", "http://www.guokr.com/answer/424459/redirect/"]
424467,2013-01-05,0,0,Hyperlink["U盘里存储了东西，会变重吗？", "http://www.guokr.com/answer/424467/redirect/"]
425153,2013-01-06,0,0,Hyperlink["期末考试是什么时候出现的？", "http://www.guokr.com/answer/425153/redirect/"]
426040,2013-01-07,0,0,Hyperlink["竖直水管中，流体自由下落，这时液体对管壁的压力为0吗？ 从微观角度如何理解这个现象？", "http://www.guokr.com/answer/426040/redirect/"]
426083,2013-01-07,0,0,Hyperlink["一根管子中的流动液体，流动越快对管壁的压力就越小，那么有可能压力降为零吗？", "http://www.guokr.com/answer/426083/redirect/"]
427770,2013-01-09,0,0,Hyperlink["有机化学老师说有一种化学物质可以将人腐蚀成一摊水，从此让人蒸发。这是什么物质？", "http://www.guokr.com/answer/427770/redirect/"]
427773,2013-01-09,0,0,Hyperlink["刚买的苹果外表特漂亮，里面不是黑心就是烂得长白毛。这样的苹果能吃吗？", "http://www.guokr.com/answer/427773/redirect/"]
427781,2013-01-09,0,0,Hyperlink["刀和枪杀人的原理是什么？", "http://www.guokr.com/answer/427781/redirect/"]
428608,2013-01-10,0,0,Hyperlink["哺乳期喝咖啡会影响宝宝吗？", "http://www.guokr.com/answer/428608/redirect/"]
428612,2013-01-10,0,0,Hyperlink["月经的时候不能喝咖啡，不能吃巧克力的说法对吗？", "http://www.guokr.com/answer/428612/redirect/"]
428727,2013-01-10,0,0,Hyperlink["什么是幻听？是由哪些原因造成的？", "http://www.guokr.com/answer/428727/redirect/"]
428731,2013-01-10,0,0,Hyperlink["什么是潟湖？", "http://www.guokr.com/answer/428731/redirect/"]
428819,2013-01-10,0,0,Hyperlink["体重是跟身高的立方成正相关的，为啥BMI是体重除以身高的平方而不是立方呢？", "http://www.guokr.com/answer/428819/redirect/"]
428825,2013-01-10,0,0,Hyperlink["很想知道婴儿到底能不能直接喝鲜牛奶，为什么那么多文章非说一定要喝配方奶粉？配方奶粉毕竟是经过深加工再加工的，营养价值难道还会超过鲜牛奶吗？", "http://www.guokr.com/answer/428825/redirect/"]
431276,2013-01-14,0,0,Hyperlink["中国汉字实行拼音化可行否？", "http://www.guokr.com/answer/431276/redirect/"]
432253,2013-01-15,0,0,Hyperlink["一般来说婴儿多大可以断奶改喝牛奶？", "http://www.guokr.com/answer/432253/redirect/"]
432287,2013-01-15,0,0,Hyperlink["马拉松运送员比赛时一般会想些什么？", "http://www.guokr.com/answer/432287/redirect/"]
432304,2013-01-15,0,0,Hyperlink["为什么男同性恋就不能献血？", "http://www.guokr.com/answer/432304/redirect/"]
433038,2013-01-16,0,0,Hyperlink["有哪些图片和文字能很好地诠释“奇思妙想”？", "http://www.guokr.com/answer/433038/redirect/"]
433060,2013-01-16,0,0,Hyperlink["春节跟亲人聚在一起，讨论的话题是什么？", "http://www.guokr.com/answer/433060/redirect/"]
433079,2013-01-16,0,1,Hyperlink["最近我喜欢上一男生，我该如何接近他？", "http://www.guokr.com/answer/433079/redirect/"]
437011,2013-01-22,0,0,Hyperlink["果壳升级之后分享到豆瓣/微博/人人/……不能用了怎么办？", "http://www.guokr.com/answer/437011/redirect/"]
438903,2013-01-27,0,0,Hyperlink["宇航员的衣服是密封的，但是宇航员也是要放屁的。这个技术问题如何解决？", "http://www.guokr.com/answer/438903/redirect/"]
439264,2013-01-28,0,0,Hyperlink["军用飞机例行训练会影响民用飞机运营么？他们航高一样么？", "http://www.guokr.com/answer/439264/redirect/"]
439302,2013-01-28,0,0,Hyperlink["100米跑的人类极限速度是多少？", "http://www.guokr.com/answer/439302/redirect/"]
439953,2013-01-29,0,0,Hyperlink["鸭那提得症（Anatidaephobia）是什么？据说是怕被鸭子看？", "http://www.guokr.com/answer/439953/redirect/"]
440245,2013-01-30,0,0,Hyperlink["阿尔卑斯牛奶糖的旋状是怎么做出来的？", "http://www.guokr.com/answer/440245/redirect/"]
447820,2013-02-19,0,0,Hyperlink["同样是“小短手”，为什么大家更热衷“黑”霸王龙而不是河马？", "http://www.guokr.com/answer/447820/redirect/"]
448799,2013-02-21,0,0,Hyperlink["罗永浩锤子手机ROM的Smartisan是什么意思？", "http://www.guokr.com/answer/448799/redirect/"]
461525,2013-03-27,0,0,Hyperlink["像lie to me里演的那样，从一个人的言行举止中看出心理和情感到底靠不靠谱呀？", "http://www.guokr.com/answer/461525/redirect/"]
461530,2013-03-27,0,0,Hyperlink["人的小动作都有什么含义？", "http://www.guokr.com/answer/461530/redirect/"]
462558,2013-03-29,0,0,Hyperlink["把女演员的牙齿PS没了后，人为什么就会显得老？", "http://www.guokr.com/answer/462558/redirect/"]
467750,2013-04-09,0,0,Hyperlink["你的思想可以控制你的体温?", "http://www.guokr.com/answer/467750/redirect/"]
470766,2013-04-15,0,0,Hyperlink["姬十三为什么时间那么多？", "http://www.guokr.com/answer/470766/redirect/"]
471257,2013-04-16,0,0,Hyperlink["花缺少硼会怎样？花自己会生成硼吗？", "http://www.guokr.com/answer/471257/redirect/"]
480411,2013-05-02,0,0,Hyperlink["什么乐器适合一个没多大空闲的人？", "http://www.guokr.com/answer/480411/redirect/"]
